index,titulo,empresa,ubicacion,salario,modalidad,jornada,tipo_contrato,fecha_publicacion,descripcion,url
24,Analista Gobierno De Datos,Banco Bolivariano,"Guayaquil, Guayas",,,Tiempo completo,Permanente,Hace 5 días,"Misión del cargo:Encargado de la gestión y mejora continua de calidad de datos de los diferentes dominios asignados, realizando acompañamiento en la implementación de estrategias, políticas, estándares y procesos del área. Principales Funciones:Monitorear de forma continua el estado de calidad de los elementos de datos críticos de los dominios asignados y generar reportes de novedades identificadas para implementación de posibles mejoras.Participar en la definición de estándares, controles, métricas, procedimientos y guías relacionados con la calidad de datos.Realizar análisis de causa raíz sobre problemas de calidad de datos y colaborar en el diseño de planes de remediación.Contribuir en la creación y actualización de políticas y procedimientos que fortalezcan la gestión de calidad de datos.Estudios:Estudiante de los últimos semestres o graduados de Ingeniería en Sistemas, Computación, Ingeniería en Software, Licenciado en Tecnologías de la Información o carreras afines.Experiencia:Al menos 2 años de experiencia en roles similares.Conocimientos:Base de datos SQLPolíticas y estándares de calidad <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec51854a92fea5882360d76be3c6a299f0
25,Analista De Datos,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 5 días,"Perfil:Profesional en Ingeniería en Sistemas Computacionales o carreras afinesExperiencia de mínimo 1 a 2 años en posiciones similares.Indispensable residir en Quito (modalidad híbrida) Conocimientos: Manejo de SQL para extraer y manipular datos con consultas complejas. Servicios en la nube. Databricks. Pyspark. Creación de Modelos Semánticos con uso de DAX. Power BI Desktop. Power Query. Modelamiento de datos. Excel. Almacenamiento de Datos: Data warehouses y otras estructuras de almacenamiento. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ece52d1e7c1b4d2ae89053c71e7a6a30a5
26,Analista De Datos Y Reportería Call Center Quito,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 5 días,"¿Eres de los que convierte datos en decisiones que impulsan las ventas? EnLPC Holdingbuscamos unAnalista de Datos y Reportería Comercial, con foco enPerformance y KPIs de ventas, capaz de traducir métricas en estrategias que aumenten la rentabilidad del negocio.Tu rol será clave no solo en la reportería y dashboards, sino también enapoyar al equipo comercial con insights accionables, conectando la inversión publicitaria con los resultados de ventas. Responsabilidades principalesDiseñar y automatizar reportes estratégicos diarios, semanales y mensuales.Medir el rendimiento de campañas publicitarias en Meta Ads, Google Ads, TikTok y otros canales . Analizar y reportar KPIs comerciales y de call center : TMO, tasa de contacto, tasa de conversión, duración de llamada, productividad y rentabilidad por lead.Diseñar dashboards visuales e interpretables en Power BI para decisiones rápidas y efectivas.Detectar desvíos y oportunidades de mejora en la eficiencia comercial y publicitaria . Colaborar directamente con el área de ventas para optimizar procesos y apoyar con información estratégica.Presentar informes ejecutivos con conclusiones accionables y foco en incrementar cierres y ROI . Perfil idealFormación en Análisis de Datos , Estadística, Ingeniería Comercial, Marketing, Administración o afines.Mínimo 1 año de experiencia en reportería, análisis de inversión digital y KPIs de ventas/call center . Dominio de herramientas como Excel avanzado, Google Sheets, Power BI o Google Data Studio . Conocimiento de métricas clave de performance: CPL, CPA, ROAS, CTR, tasa de conversión, etc.Experiencia trabajando con equipos de ventas, marketing o medios digitales . Capacidad de análisis, pensamiento crítico, orientación a resultados y visión comercial . Lo que ofrecemos Salario Base + bonos variables por rendimiento . Espacio real de crecimiento profesional en un ecosistema de performance y expansión digital. Un ambiente colaborativo, ágil y comercialmente enfocado en resultados . Ubicación:Quito – Sector La CarolinaModalidad:Presencial, tiempo completo Si eres una mente analítica que entiende deventasy domina losKPIs comerciales, esta es tu oportunidad para marcar la diferencia.Postúlate hoy y potencia el rendimiento de nuestras inversiones y procesos comerciales con tu análisis. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec88529ba4d3e53fd5b89f2fc13f0d4252
27,Analista de Control y Reporting,Ferrero,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 2 días,"Ecuador, Quito Plant Ferrero es una empresa familiar con una perspectiva verdaderamente mundial y progresista y marcas icónicas como Nutella®, Tic Tac®, Ferrero Rocher®, Raffaello®, Kinder Bueno® y Kinder Sorpresa®. El amor por nuestras marcas sigue creciendo al igual que lo hace nuestro alcance internacional. Representada en más de 50 países y con productos vendidos en más de 170, el Grupo Ferrero encanta a numerosas generaciones en todo el planeta. ¿Cuál es el secreto de nuestro éxito mundial? 40,000 empleados especializados que celebran tanto el cuidado como la calidad para forjar un negocio, carreras profesionales y marcas de las que nos sentimos orgullosos. Únete a nosotros, podrías ser uno de ellos. Ferrero se compromete a construir una cultura diversa e inclusiva en la que todos los empleados se sientan bienvenidos y valorados y tengan las mismas oportunidades. Estamos convencidos del talento de todos nuestros empleados. Al alimentar la curiosidad y las habilidades naturales de nuestros empleados, los empoderamos, generación tras generación, para lograr el éxito personal y profesional, permitiéndoles desarrollar su carrera en Ferrero. La diversidad de nuestros talentos es lo que hace que nuestro entorno de trabajo sea multicultural, innovador y altamente gratificante. Propósito del Cargo Elaborar y analizar los reportes económicos y financieros obtenidos de los sistemas SAP, HFM y Essbase de la compañía, con el propósito de asegurar la fiabilidad de la información, para su correcta consolidación y comparación con el presupuesto. Principales Funciones: Elaborar y organizar el Presupuesto de los Gastos de Estructura y Otros de la División Industrial a nivel Budget y Forecast a fin de obtener una proyección que permita visualizar lo que a futuro la empresa necesita incurrir. Monitorear el Headcount (Número de Personas) Actual vs lo presupuestado División Industrial a nivel Budget y Forecast para comparar lo proyectado por RRHH con la situación Actual y validar su coherencia con los gastos de Sueldos y Beneficios. Proyectar el Discretionary Cash Flow de la Compañía a nivel de Budget y Forecast. Controlar los Gastos de Estructura Actual y comparar vs Budget y SAF a través del análisis de datos y desviaciones Reportar el Profit &amp; Loss by Destination Actual para proporcionar a casa Matriz como a la Gerencia local, la realidad de la compañía a fin contribuir en la toma de decisiones económicas. Calcular y publicar Transfer Price con el propósito de proyectar las ventas, calcular el Markup y posteriormente dar a conocer al cliente Intercompany el precio de cada producto producido. Analizar los costos Estándar y PRZ de las diferentes marcas USD/KG a fin de monitorear trend del Costo de Ventas USD/KG de los diferentes productos elaborados en planta a fin de conocer los fenómenos que impactan en el costo. Monitorear el CAPEX y verificar el cumplimiento de los objetivos establecidos desde matriz tanto de Liquidado y Carry Forward Ingresar las tarifas Primary Freight de Supply Chain en SAP para garantizar que cumplimiento de los requerimientos de los entes de control aduanero al momento de la emisión de la factura de exportación. A quién estamos buscando: Formación Académica: Estudios Superiores en Administración de Empresas, Ing. Comercial, Economía Contabilidad, Finanzas y Auditorias o carreras afines. Experiencia: 2 a 3 años en posiciones similares. Idioma: Inglés Intermedio Cómo triunfar en el puesto de trabajo y en Ferrero Consumidores, calidad y servicio son la clave de todo cuanto hacemos. Así pues, para cosechar el éxito en Ferrero, deberá orientarse al consumidor y al producto tanto como nosotros: dedicarse a lograr buenos resultados para los clientes en todo el mundo. Competencias: Pensamiento Analítico y Crítico Habilidades de Comunicación Habilidad Numérica Gestión del Cambio Orientación a Resultados Trabajo bajo presión Organización y Planificación Conocimientos Específicos: Manejo de Microsoft Office Intermedio Presupuesto NIIF SAP - Modulo CO PA <p class=""source"" data-source=""Ferrero"" data-site=""www.ferrero.com""> <a href=""/job/ececa301a7490d4d396fe17185775d5ce9/eaa"" target=""_blank"" rel=""nofollow""> Ferrero <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ececa301a7490d4d396fe17185775d5ce9
28,ANALISTA DE OBSERVATORIOS,Universidad Técnica Particular de Loja,Loja,,,Tiempo completo,Permanente,Hace 2 días,"Misión del puesto: Planificar y ejecutar iniciativas que busquen maximizar el impacto social de la institución, contribuyendo al desarrollo de la comunidad. Actividades de la posición: Ejecutar acciones para la gestión de datos, toma de decisión en el territorio y adopción de estándares metodológicos para la generación de reportes, mediante el monitoreo de indicadores y variables de interés mutuo entre nuestra institución y aliados estratégicos. Ejecutar acciones para fortalecer el ecosistema institucional de datos y las estrategias de carácter sostenibles de la institución basadas en la gestión de información para consolidar la gobernanza de la información Ejecutar las estrategias de transferencia de conocimiento y acciones comunicacionales de los resultados de observatorios y resultados de proyectos de vinculación con nuestros aliados estratégicos. Fortalecer el ecosistema institucional de datos y las estrategias sostenibles de la institución basadas en la gestión de información. Implementar estrategias de transferencia de conocimiento y acciones comunicacionales de los resultados de observatorios y proyectos de vinculación con nuestros aliados estratégicos. Diseñar y desarrollar el ecosistema de datos institucionales para la construcción de innovaciones sociales y la generación de impacto en el territorio. Analizar y evaluar informes con indicadores para medir el efecto de las estrategias implementadas, con el fin de maximizar el impacto social de la universidad. Integrar el uso de nuevas tecnologías para la recolección y análisis de datos en los observatorios. Desarrollar metodologías para la sistematización y presentación de datos que faciliten la toma de decisiones informadas. Realizar capacitaciones y talleres para la comunidad universitaria y aliados estratégicos sobre el uso y la interpretación de datos y su impacto en la sostenibilidad. Seguimiento de tendencias y buenas prácticas: Dar seguimiento a las tendencias en su campo de acción para aplicarlas en el desarrollo de nuevas iniciativas y mejoras. Genérica: Otras funciones: Realizar otras funciones que, de acuerdo con su cualificación profesional, responsabilidades y ámbito de competencia, le sean encomendadas por sus superiores. Requisitos 1. Obligatorio: Título de tercer nivel debidamente registrado en la Senescyt de/en: Ingenierías. 2. De Preferencia: Título de cuarto nivel (maestría o PhD) debidamente registrado en la Senescyt, con formación académica en Ingenierías. 3. Residir en la ciudad de Loja. 4. Certificar experiencia de 1 a 3 años en funciones similares. 5. Experiencia y competencias de negociación en entornos multiculturales. 6. Dominio y manejo actualizado de programas informáticos relacionados con manejo de datos tales como: SPSS, R, Python y Excel avanzado y experiencia sólida en Sistemas de Información Geográfica (SIG) y análisis espacial con ArcMap, ArcGIS y Leapfrog. 7. Competencia técnica: Inglés intermedio. Competencias deseables: Compromiso e implicación social, Iniciativa y flexibilidad, Orientación a resultados, Trabajo en equipo. Pensamiento crítico y reflexivo, Planificación y Organización Beneficios Contrato laboral de tiempo indefinido, Poliza de vida y asistencia médica. <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ec32a5e899c9829ccd8c04b3271ad969b9/eaa"" target=""_blank"" rel=""nofollow""> Universidad Técnica Particular de Loja <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec32a5e899c9829ccd8c04b3271ad969b9
29,Analista de Control y Reporting,Ferrero,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 2 días,"Ecuador, Quito Plant Ferrero es una empresa familiar con una perspectiva verdaderamente mundial y progresista y marcas icónicas como Nutella®, Tic Tac®, Ferrero Rocher®, Raffaello®, Kinder Bueno® y Kinder Sorpresa®. El amor por nuestras marcas sigue creciendo al igual que lo hace nuestro alcance internacional. Representada en más de 50 países y con productos vendidos en más de 170, el Grupo Ferrero encanta a numerosas generaciones en todo el planeta. ¿Cuál es el secreto de nuestro éxito mundial? 40,000 empleados especializados que celebran tanto el cuidado como la calidad para forjar un negocio, carreras profesionales y marcas de las que nos sentimos orgullosos. Únete a nosotros, podrías ser uno de ellos. Ferrero se compromete a construir una cultura diversa e inclusiva en la que todos los empleados se sientan bienvenidos y valorados y tengan las mismas oportunidades. Estamos convencidos del talento de todos nuestros empleados. Al alimentar la curiosidad y las habilidades naturales de nuestros empleados, los empoderamos, generación tras generación, para lograr el éxito personal y profesional, permitiéndoles desarrollar su carrera en Ferrero. La diversidad de nuestros talentos es lo que hace que nuestro entorno de trabajo sea multicultural, innovador y altamente gratificante. Propósito del Cargo Elaborar y analizar los reportes económicos y financieros obtenidos de los sistemas SAP, HFM y Essbase de la compañía, con el propósito de asegurar la fiabilidad de la información, para su correcta consolidación y comparación con el presupuesto. Principales Funciones: Elaborar y organizar el Presupuesto de los Gastos de Estructura y Otros de la División Industrial a nivel Budget y Forecast a fin de obtener una proyección que permita visualizar lo que a futuro la empresa necesita incurrir. Monitorear el Headcount (Número de Personas) Actual vs lo presupuestado División Industrial a nivel Budget y Forecast para comparar lo proyectado por RRHH con la situación Actual y validar su coherencia con los gastos de Sueldos y Beneficios. Proyectar el Discretionary Cash Flow de la Compañía a nivel de Budget y Forecast. Controlar los Gastos de Estructura Actual y comparar vs Budget y SAF a través del análisis de datos y desviaciones Reportar el Profit &amp; Loss by Destination Actual para proporcionar a casa Matriz como a la Gerencia local, la realidad de la compañía a fin contribuir en la toma de decisiones económicas. Calcular y publicar Transfer Price con el propósito de proyectar las ventas, calcular el Markup y posteriormente dar a conocer al cliente Intercompany el precio de cada producto producido. Analizar los costos Estándar y PRZ de las diferentes marcas USD/KG a fin de monitorear trend del Costo de Ventas USD/KG de los diferentes productos elaborados en planta a fin de conocer los fenómenos que impactan en el costo. Monitorear el CAPEX y verificar el cumplimiento de los objetivos establecidos desde matriz tanto de Liquidado y Carry Forward Ingresar las tarifas Primary Freight de Supply Chain en SAP para garantizar que cumplimiento de los requerimientos de los entes de control aduanero al momento de la emisión de la factura de exportación. A quién estamos buscando: Formación Académica: Estudios Superiores en Administración de Empresas, Ing. Comercial, Economía Contabilidad, Finanzas y Auditorias o carreras afines. Experiencia: 2 a 3 años en posiciones similares. Idioma: Inglés Intermedio Cómo triunfar en el puesto de trabajo y en Ferrero Consumidores, calidad y servicio son la clave de todo cuanto hacemos. Así pues, para cosechar el éxito en Ferrero, deberá orientarse al consumidor y al producto tanto como nosotros: dedicarse a lograr buenos resultados para los clientes en todo el mundo. Competencias: Pensamiento Analítico y Crítico Habilidades de Comunicación Habilidad Numérica Gestión del Cambio Orientación a Resultados Trabajo bajo presión Organización y Planificación Conocimientos Específicos: Manejo de Microsoft Office Intermedio Presupuesto NIIF SAP – Modulo CO PA <p class=""source"" data-source=""Jobs2Web"" data-site=""www.jobs2web.com.ats.organic""> <a href=""/job/ec5d1378cab0e81d05ed54a15fe2f9e6b0/eaa"" target=""_blank"" rel=""nofollow""> Ferrero <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec5d1378cab0e81d05ed54a15fe2f9e6b0
30,Analista de Sistemas de Gestión,La Fabril,"Montecristi, Manabí",,,Tiempo completo,Permanente,Hace 4 días,"Misión del cargo Evaluar la eficacia de los sistemas de gestión de calidad e inocuidad mediante auditorías internas, realizando seguimiento de las acciones correctivas, procesando y analizando la información resultante para contribuir a la mejora continua del sistema y preparar a la organización para auditorías externas. Responsabilidades principales Ejecutar auditorías del sistema de gestión de calidad asignadas bajo un enfoque basado en riesgos, asegurando la efectividad y cumplimiento de los procedimientos establecidos. Realizar seguimiento a las no conformidades y acciones correctivas, verificando su cierre efectivo. Analizar resultados de auditorías internas para identificar oportunidades de mejora y optimización de procesos. Gestionar la documentación y registros de los sistemas de gestión, garantizando versiones actualizadas y trazabilidad. Procesar y presentar datos e indicadores de los sistemas de gestión mediante herramientas tecnológicas. Diseñar materiales de comunicación interna sobre el sistema de gestión que promuevan el compromiso organizacional. Apoyar la ejecución de capacitaciones en temas de calidad e inocuidad. Requisitos Formación: Ingeniería Química, Agroindustrial, de Alimentos, Bioquímica o carreras afines. Experiencia: De 1 a 3 años en procesos de manufactura de alimentos o productos de higiene y cuidado personal, en áreas de Producción o Calidad. Conocimientos técnicos: Procesos de manufactura de alimentos. Procesos de manufactura de productos de higiene y cuidado personal. Auditoría interna de sistemas de gestión o procesos. Normas de calidad e inocuidad: ISO 9001, FSSC 22000, ISO 22000, HACCP, BPM. Certificaciones orgánicas y Kosher Competencias blandas: Calidad en la toma de decisiones, enfoque en el cliente, colaboración, agilidad, empuje por resultados, comunicación efectiva y autodesarrollo. Beneficios En La Fabril, no solo serás parte de un equipo innovador y dinámico, sino que también disfrutarás de múltiples beneficios que te permitirán crecer y desarrollarte tanto a nivel personal como profesional: Oportunidades de crecimiento y desarrollo profesional: Potencia tu carrera con nosotros. Seguro de vida y seguro médico: Nos preocupamos por ti y tu bienestar. Acceso preferencial a nuestros productos: Compra lo mejor a precios especiales. Crédito en farmacias y supermercados: Facilita tu vida diaria con nuestros convenios. Beneficios de alimentación Y muchos otros beneficios exclusivos: Porque en La Fabril nos importa que te sientas valorado. ¡Únete a nosotros y forma parte de una empresa líder en su sector! <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ecda48fe507747699b38fd54a91c5396c6/eaa"" target=""_blank"" rel=""nofollow""> La Fabril <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ecda48fe507747699b38fd54a91c5396c6
31,ANALISTA DE INTELIGENCIA DE NEGOCIOS - QUITO,Grupo Lucky Ecuador,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 4 días,"Responsabilidades principales Diseñar, automatizar y mantener reportes e indicadores de gestión (KPIs) para las áreas comerciales y directivas. Analizar tendencias del mercado y comportamiento de clientes para detectar oportunidades de negocio. Implementar y administrar herramientas de Business Intelligence (Power BI, Tableau u otras). Asegurar la calidad, integridad y consistencia de los datos corporativos. Colaborar con equipos de ventas, marketing y operaciones en la definición de estrategias basadas en datos. Desarrollar modelos predictivos o segmentaciones que optimicen campañas y resultados. Generar presentaciones ejecutivas y reportes para la alta dirección. Requisitos Formación: Título en Ingeniería Comercial, Ingeniería en Sistemas, Economía, Estadística, Administración o carreras afines. Experiencia: Mínimo 2 años de experiencia en análisis de datos, inteligencia de negocios o análisis comercial, preferiblemente en el sector de telecomunicaciones o servicios B2B. Conocimientos técnicos: Manejo avanzado de Power BI, Excel y SQL. Conocimiento en modelado de datos y herramientas de visualización. Deseable experiencia con herramientas de automatización o análisis (Python, R, DAX). Conocimiento de indicadores comerciales y financieros. Beneficios Sueldo fijo Beneficios Sociales &amp; Coorporativos Excelente ambiente laboral <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ec7084dfc048ddccb3ac9d3e9516c11bdb/eaa"" target=""_blank"" rel=""nofollow""> NORPHONE <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec7084dfc048ddccb3ac9d3e9516c11bdb
32,Consultor En Protección De Datos,Orion Legal Technology,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 5 días,"Sé parte del equipo líder en protección de datos personales en EcuadorEn ORION Legal Technology, buscamos consultores independientes (abogados, ingenieros o perfiles multidisciplinarios) con interés en desarrollarse en el campo de la protección de datos personales y tecnología legal. ¿Qué ofrecemos? <ul> <li>Formación interna especializada.</li> <li>Herramientas y acompañamiento en campo.</li> <li>Pago por comisión por cada consultoría ejecutada o vendida (entre el 10%-25%).</li> <li>Participación en proyectos con empresas nacionales e internacionales.</li> </ul> Requisitos:• Perfil profesional o técnico (abogado, ingeniero, analista de datos, compliance, etc.)• Disposición para aprender y trabajar bajo estándar de excelencia. <ul> <li>Enfoque ético, proactivo y orientado a resultados.</li> </ul> Esta es una oportunidad real de crecimiento y facturación sin límites, bajo modalidad freelance.Interesados enviar CV y una breve carta de motivación a: Asunto:Consultor PDP <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec90812f02825d4c3d85409366e72e099f
33,Product Manager (Analista de Producto),Netlife,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 2 días,"¿Listo para hackearte a ti mismo junto a Netlife? ¿Te gustaría ser parte de una de las mejores empresas para trabajar en Ecuador? ¡Esta es tu oportunidad! En Netlife creemos que los productos digitales más exitosos nacen de la integración entre estrategia, diseño y tecnología. Como Product Manager, serás el eje que conecta estas disciplinas para transformar la visión del negocio en experiencias de cliente superiores y resultados medibles. Liderarás el ciclo de vida end-to-end, impulsando equipos multidisciplinarios con un enfoque ágil, pragmático (MVP) y basado en datos. Impacto del puesto: <ul> <li>Convertir necesidades de mercado en propuestas de valor claras y diferenciadas.</li> </ul> <ul> <li>Priorizar, planificar y orquestar el delivery junto con Ingeniería, UX/CX, Ventas, Marketing y Atención al Cliente.</li> </ul> <ul> <li>Asegurar lanzamientos impecables y mejoras continuas que eleven NPS, adopción y revenue.</li> </ul> Responsabilidades principales: <ul> <li>Construir relaciones sólidas con líderes y stakeholders, traduciendo objetivos de negocio en roadmaps técnicos.</li> </ul> <ul> <li>Diseñar la propuesta de valor y el posicionamiento del producto; habilitar a Ventas/Marketing con narrativa y materiales</li> </ul> . • Liderar ideación, descubrimiento, definición de alcance y go-to-market; garantizar preparación operativa. . • Ejecutar experimentos y validaciones rápidas (discovery, prototipos, A/B tests) para aprender y escalar. <ul> <li>Definir y monitorear KPIs/OKRs (adopción, retención, churn, LTV, CAC, NPS) para la toma de decisiones.</li> </ul> <ul> <li>Analizar tendencias, competencia y comportamiento del usuario para anticipar oportunidades.</li> </ul> Requisitos: <ul> <li>Formación y experiencia : Título de cuarto nivel: MBA, Marketing Estratégico, Project Management u otros afines</li> </ul> . •Experiencia comprobable gestionando productos digitales con metodologías ágiles (Scrum/Kanban/Lean). <ul> <li>Historial lanzando productos de punta a punta: visión → delivery → optimización post-lanzamiento.</li> </ul> Capacidades técnicas: <ul> <li>Colaboración estrecha con Ingeniería; entendimiento de arquitecturas modernas (p. ej., microservicios) y sus implicaciones en escalabilidad y operación.</li> </ul> <ul> <li>Dominio de discovery de producto, research (cuali/cuanti) y diseño centrado en el cliente (UX/CX).</li> </ul> <ul> <li>Habilidad para construir business cases, priorizar por impacto y alinear a múltiples áreas en entornos complejos.</li> </ul> <ul> <li>Fuerte analítica: modelado de métricas, lectura de datos y uso de insights para decisiones de portafolio.</li> </ul> Habilidades profesionales: <ul> <li>Liderazgo con enfoque tecnológico, orientación a resultados y comunicación clara.</li> </ul> <ul> <li>Facilitación de talleres, manejo de conflictos y priorización enfocada en valor.</li> </ul> Qué ofrecemos: <ul> <li>Sueldo competitivo acorde al mercado.</li> </ul> <ul> <li>Beneficios de ley desde el primer día.</li> </ul> <ul> <li>Seguro médico privado y seguro de vida.</li> </ul> <ul> <li>Estabilidad laboral.</li> </ul> <ul> <li>Formación continua y acompañamiento para tu desarrollo profesional.</li> </ul> <ul> <li>Cultura que impulsa innovación, colaboración y liderazgo digital - un lugar para “hackearte” y llevar tu mejor versión al siguiente nivel.</li> </ul> Si eres estratégico/a, analítico/a y apasionado/a por convertir ideas en productos de alto impacto, ¡queremos conocerte! <p class=""source"" data-source=""Multitrabajos"" data-site=""www.multitrabajos.com""> Multitrabajos </p>",https://www.opcionempleo.ec/jobad/ecd5ee5454e7b9ed8aa7d6cf6421fef0f4
34,ANALISTA MERCADEO,Plasticaucho Industrial,"Ambato, Tungurahua",,,Tiempo completo,Permanente,Hace 6 días,"OBJETIVO: brindar apoyo en actividades de campo, con el fin de recopilar y facilitar información del consumidor y competencia, en gestiones operativas/logísticas relacionadas a lanzamientos, publicidad y reportería. FUNCIONES Levantar información de mercado. Gestionar la logística y ejecución de los lanzamientos comerciales a la fuerza de ventas o clientes. Dar soporte a los intercambios de información entre las agencias publicitarias (digital y tradicional) y la compañía. Apoyo en lanzamientos de temporada Dar apoyo en actividades publicitarias ATL y BTL Requisitos FORMACION ACADÉMICA: -Ingeniería en Marketing, Comercial, Mercadotecnia, Ventas, Administración de Empresas o afines EXPERIENCIA: 1 año de experiencia ejecutando actividades relacionadas a: Marketing, Trade Marketing o Ventas, CONOCIMIENTOS: Excel (avanzado) Análisis de Datos Marketing ATL / BTL Ingles Intermedio REQUISITO ADICIONAL: Disponibilidad para viajar Poseer Licencia tipo B/C Beneficios Beneficios de Ley Beneficios Empresariales Alimentación Uniformes Transporte Vehículo Viáticos <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ec1dd20a8088e801df9599892c6b86a683/eaa"" target=""_blank"" rel=""nofollow""> Plasticaucho Industrial <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec1dd20a8088e801df9599892c6b86a683
35,Analista de Data Maestra,PICA Plásticos Industriales,"Guayaquil, Guayas",,,Tiempo completo,Permanente,Hace 6 días,"Misión del Cargo: Garantizar la gestión íntegra y confiable de los datos maestros de la compañía, aplicando políticas y controles que aseguren información veraz y consistente. Además, coordinar e implementar mejoras tecnológicas que optimicen la eficiencia, integridad y estandarización de los datos, alineadas con las estrategias de gobierno y gestión de la organización. Principales Actividades: - Crear, actualizar y mantener registros maestros en SAP. - Garantizar que los datos cumplan con los estándares y parámetros definidos por el área de Data Maestra. - Revisar periódicamente los datos maestros existentes para identificar duplicados, errores o registros inactivos. - Brindar soporte de primer nivel a usuarios de distintas áreas sobre creación y mantenimiento de datos maestros. - Apoyar en proyectos de implementación, actualización o migración de SAP y en proyectos de inteligencia de negocios. Requisitos Estudios finalizados en carreras administrativas, logística, operaciones, ingeniería comercial o afines. Excel Nivel Avanzado Experiencia: Datos maestros SAP, logística o procesos 1 año Manejo de sistema SAP Conocimiento en estructura de datos Conocimiento en procesos de venta, productivos y logísticos Beneficios Servicio de almuerzo Beneficios de ley <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ec1a4ead79ec36aa3fef937f5eb97d52e4/eaa"" target=""_blank"" rel=""nofollow""> PICA Plásticos Industriales <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec1a4ead79ec36aa3fef937f5eb97d52e4
36,Analista de Procesos QA,Omarsa,Guayas,,,Tiempo completo,Permanente,Hace 6 días,"Conocimientos: Conocimientos de manejo de ERP ( Microsoft Dynamics 365 deseable) Conocimiento de DEVOPS (deseable ) Conocimientos de lenguaje de programación C# ( Deseable) Metodología Scrum Conocimiento de herramienta JIRA Tareas y responsabilidades principales: Planificación y diseño de pruebas Ejecución de pruebas Documentación de errores Seguimiento y análisis Trabajar de forma colaborativa con desarrolladores del equipo para comunicar los problemas y verificar las soluciones. Requisitos Experiencia: Mínimo de 2 años Formación académica: Los títulos en Ingeniería Informática, Ingeniería de Telecomunicaciones o Ciencia e Ingeniería de Datos. <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/eccac4f0f9ba62b08ade1a7401f343a275/eaa"" target=""_blank"" rel=""nofollow""> Omarsa <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/eccac4f0f9ba62b08ade1a7401f343a275
