index,titulo,empresa,ubicacion,modalidad,descripcion
108,Desarrollador Full Stack,Confidencial,"Quito, Pichincha",,"🚀¡Seguimos creciendo y buscamos talento LATAM! 🌎Somos una empresa innovadora, parte del grupo empresarial más importante de Ecuador, con presencia en toda América Latina. Hoy queremos sumar a nuestro equipo a un/a Desarrollador Full Stack, para colaborar con uno de nuestros clientes estratégicos del sector bancario. 💻Modalidad 100% remota. 🎯¿Cuál será tu misión? Diseñar e implementar soluciones escalables basadas en microservicios con Java (Quarkus), integrando servicios cloud en AWS y garantizando altos estándares de calidad, seguridad y rendimiento. Colaborar con equipos ágiles en el desarrollo de aplicaciones backend y móviles con React Native, aplicando buenas prácticas de arquitectura y despliegue continuo. 🔍Lo que buscamos en ti: 🌟Formación en Ingeniería en Sistemas, Computación o carreras afines. 🌟+4 años de experiencia en desarrollo de software, con al menos 3 años en roles similares dentro del sector bancario o Fintech (excluyente). 🌟Conocimientos sólidos en: - Desarrollo de microservicios con Java utilizando el framework Quarkus. - Diseño e implementación de APIs REST y GraphQL, aplicando principios de arquitectura moderna. - Integración de servicios cloud con enfoque en soluciones escalables y desacopladas. - Trabajo con AWS: uso de Lambda (serverless), EventBridge (orquestación de eventos), AppSync (GraphQL) y DynamoDB (NoSQL). - Conocimiento en bases de datos relacionales y no relacionales, incluyendo PostgreSQL y MongoDB. - Desarrollo de aplicaciones móviles con React Native, con enfoque en rendimiento y experiencia de usuario. - Aplicación de buenas prácticas en arquitectura, seguridad, pruebas unitarias y despliegue continuo. - Manejo de control de versiones con Git y colaboración en equipos ágiles. 🎁¿Qué ofrecemos? ✅Proyectos de alto impacto en el sector financiero. ✅Cultura horizontal, colaborativa y orientada al crecimiento profesional. ✅Trabajo 100% remoto con tecnologías modernas. TIPO DE CONTRATO: Contrato por Necesidades del Mercado EDUCACIÓN MÍNIMA: Universitario AÑOS DE EXPERIENCIA: 5 años JORNADA LABORAL: Tiempo completo DISPONIBILIDAD PARA VIAJAR: No DISPONIBILIDAD PARA CAMBIO DE RESIDENCIA: No ID: Jobrapido"
109,Desarrollador Jr,Vacantes Empleos.Net,"Quito, Pichincha",,"**Acerca de la vacante**:**Funciones del Puesto**:- Diseñar y desarrollar sistemas de información, recomendar mejoras para el mismo, desarrollar las especificaciones de diseño y planificar el software y hardware necesario para implantar el diseño**Requisitos del Puesto**:- Ingeniero de sistemas- Manejo de lenguaje de programación (Java Spring Boot, Angular, Git, microservicios), bases de datos, metodologías ágiles- Conocimiento en herramientas de planificación de proyectos**Otros detalles**:**Area del Puesto**:Cómputo / Informática**Ubicación del Puesto**:Quito, Pichincha, Ecuador**Nível de Cómputo**:"
110,Java Developer - Remote Work,BairesDev,"Anywhere, Guayas",Remoto,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Java Developer at BairesDevBeing a Java Senior Developer in our Development Team is just like being a full-time problem solver. We expect your abilities to be a combination of experience, knowledge, and independence. Innovation is also at the heart of the BairesDev strategy. So, if you were willing to take on the most complex tasks and be a master of your tech stack, Java, then you are probably one of those unique we’re looking for.What You’ll Do:- Work with software development teams to gather requirements and ensure best practices are adhered.- Conform to existing industry and Verizon security coding standards adhering to fortify scan and other security tool review requirements.- Conduct code reviews for junior members of team and do peer code reviews to make sure code is following standards set forward by the architects.- Run test scripts against code to ensure quality delivery.- Resolve code issues with urgency.Here’s what we are looking for:- 5+ years of experience in Java.- Experience with SQL and NoSQL Databases.- Experience with Microservices and the Cloud.- Advanced algorithm knowledge.- IT infrastructure knowledge.- Intermediate agile methodologies management.- Strong understanding of best practices, SOLID principles, CLEAN Code, and scalable solutions.- Design Patterns knowledge.- Experience in automated tests, CI/CD pipelines.- Strong experience with Version control.- Advanced English level.How we do make your work (and your life) easier:- 100% remote work.- Hardware setup for you to work from home.- Flexible hours - make your schedule.- Paid parental leave, vacation & holidays.- Diverse and multicultural work environment.- An innovative environment with the structure and resources of a leading multinational.- Excellent compensation — well above the market average.- Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company."
111,Desarrollador De Negocio,IMPORTANTE EMPRESA EC,"Quito, Pichincha",,"Vacante Desarrollador de negocios (Vendedor Canal Masivo) Importante empresa de consumo masivo se encuentra en la búsqueda de un Vendedor para Canal Masivo (Tradicional) para cubrir una vacante temporal, con el objetivo de apoyar la gestión comercial y asegurar el cumplimiento de metas en el mercado tradicional. Requisitos: Bachiller o estudios técnicos/superiores en Marketing, Administración o afines. Experiencia mínima de 1 año en ventas de productos de consumo masivo. Conocimiento en manejo de rutas, cobertura y gestión de clientes. Orientación a resultados, negociación y servicio al cliente. Funciones principales: Ejecutar ventas en canal tradicional cumpliendo la ruta asignada. Ampliar y fidelizar cartera de clientes. Garantizar la correcta exhibición y rotación de productos. Reportar avances y resultados al área comercial. Ofrecemos: Contrato temporal con beneficios de ley. Sueldo base competitivo + comisiones. Show more Show less"
112,Desarrollador De Front-End,mental,"Quito, Pichincha",,"En Mental Studio, no somos una empresa más de tecnología. Somos un equipo que cree que el trabajo debe ser una experiencia increíble, llena de crecimiento y, sí, también mucho aprendizaje. ¿Qué harás? Apoyo al equipo front de nuestra empresa Colaborarás en el desarrollo de nuevos sistemas Soporte y mantenimiento en caso de ser requerido ¿Qué buscamos? Graduado en Ingeniería en Sistemas, Tecnología de la Información, Desarrollo de Software o carreras afines. Apoyo como Frontend en distintos proyectos Capacidad para trabajar en equipo y comunicativo Conocimientos en lenguajes de programación: JavaScript, VUE Mínimo 1 año de experiencia ¿Qué te ofrecemos? Un ambiente de trabajo genial Sueldo base La oportunidad de impactar en proyectos reales y ver cómo tus ideas toman forma. Envía un correo con el asunto: ""Desarrollador Frontend para Mental"""
121,Desarrollador Backend Nestjs Senior,Sofka Technologies,"Quito, Pichincha",,"✨ ¿Te apasiona crear y resilientes que impacten directamente en el usuario? En nuestro equipo encontrarás el espacio para crecer, retarte y compartir tu conocimiento 🚀 ¡Bienvenido a un equipo con un propósito claro: la vida de las personas siendo el aliado más confiable""! 🚀💡 ¡Prepárate y únete a esta aventura! 🎯 ¿Qué encontrarás? 🔧 Retos técnicos y personales que te mantendrán en constante crecimiento. 🤝 Un equipo conectado, enfocado en tu bienestar físico y mental. 🌱 Cultura de mejora continua, fresca y colaborativa, con oportunidades de aprendizaje y gente dispuesta a apoyarte. 🎓 KaizenHub, un programa diseñado para potenciar tus talentos, con feedback, mentorías y coaching a través de Sofka U. ¡Será un reto y un juego a la vez! 🧠🎮 🎉 Programas como Happy Kaizen y WeSofka que cuidan tu bienestar físico y emocional. ¿Qué buscamos? 💡 Un Desarrollador Backend Senior con más de 4 años de experiencia en NestJS, capaz de liderar técnicamente el desarrollo de soluciones escalables y de alto rendimiento. Será responsable de diseñar, implementar y optimizar servicios backend complejos, además de guiar al equipo en buenas prácticas y estándares de calidad, trabajando estrechamente con frontend, QA y producto para garantizar resultados excepcionales. Responsabilidades principales: Liderar el diseño y desarrollo de servicios backend escalables con NestJS + TypeScript. Definir e implementar arquitecturas limpias aplicando Clean Architecture, DDD y CQRS. Gestionar la orquestación de contenedores con Kubernetes y la infraestructura en AWS. Diseñar e integrar comunicación asíncrona con RabbitMQ o Kafka. Realizar revisiones de código, establecer estándares y asegurar su cumplimiento. Configurar y mantener reglas de inspección de código en pipelines CI/CD. Mentorizar y dar coaching a desarrolladores junior y semi senior. Impulsar mejores prácticas en el equipo y promover la calidad de los entregables. Participar activamente en discusiones técnicas y decisiones de arquitectura. Detectar y resolver problemas de desempeño y proponer soluciones innovadoras. Requisitos: Formación: Ingeniero de sistemas o carreras afines. Experiencia: Más de 4 años como desarrollador Backend, con amplia experiencia en NestJS + TypeScript. Experiencia comprobada en diseño de Rest Services, microservicios y servicios web. Dominio de AWS (CloudWatch, entre otros) y conocimientos en Azure. Experiencia sólida en Programación Orientada a Objetos y Programación Funcional. Conocimiento profundo en escalabilidad, resiliencia, disponibilidad y concurrencia. Conocimientos técnicos prioritarios: Frameworks: NestJS + TypeScript. Infraestructura y despliegue: Kubernetes, AWS. Mensajería: RabbitMQ, Kafka. Arquitectura: Clean Architecture, DDD, CQRS. Calidad y automatización: Revisiones de código, CI/CD, análisis y optimización de desempeño. Condiciones 📝Contrato a término indefinido ¡Queremos relaciones a largo plazo y que crezcas con nosotros! 💡 🚀 ¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. ¡Tú decides cómo quieres crecer! 🌟 📍 Ubicación: Remota."
122,Trabajo Desde Casa Desarrollador React Frontend Ref. 0169S,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,"En BairesDev llevamos 15 años liderando proyectos de tecnología para clientes como Google, RollsRoyce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1 de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev.Desarrollador React Frontend en BairesDevSer un Desarrollador React Frontend en nuestro equipo de Desarrollo es ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimientos e independencia. La Innovación es también el corazón de la estrategia en BairesDev. Por lo tanto, si estás dispuesto a asumir las tareas más complejas y ser un experto en tu stack tech en React, entonces probablemente seas uno de esos talentos únicos que estamos buscando para formar parte de nuestro equipo.En esta posición, afrontarás numerosos retos técnicos, por lo que deberás utilizar las tecnologías actuales, involucrarse en el mundo de los móviles, de aplicaciones web, dispositivos, etc.Actividades Principales Diseñar soluciones prácticas para resolver problemas. Participar en las revisiones de código y pruebas. Proporcionar la tecnología para una plataforma que facilite las solicitudes mensuales. Trabajar con Big Data y análisis predictivo en un sistema distribuido. Colaborar con el equipo de Desarrollo, Product Owners, servicios al cliente, a fin de innovar y ejecutar tareasQué Buscamos 4 años de experiencia en React. 4 años de experiencia en desarrollo Front End con sólidas habilidades en JavaScript, CSS3 y HTML5. 1 año de experiencia en desarrollo de aplicaciones Web usando ReactJS, Flux, Redux, Relay, entre otros. Experiencia trabajando con otros Frameworks de Javascript tales como Angular, Backbone, Marionette. Experiencia trabajando con ES2015 ES6 ES7. Experiencia con comandos de línea, APIs y desempeño al lado del cliente. Estar familiarizado con los conceptos básicos de programación, estructura de datos, tipos de variables e idiosincrasias. Nivel de Inglés avanzado.Qué ofrecemos para que tu trabajo y tu vida seja mais fácil Trabajo 100 remoto trabaja desde tu casa o donde quieras. Compensación en USD o en tu moneda local, como prefieras, muy por encima de la media del mercado. Hardware y software. Horarios flexibles Licencias por materpaternidad, vacaciones y días festivos nacionales pagos. Ambiente laboral multicultural e innovador, perfecto para hacer amigos, colaborar y aprender de las personas más talentosas del mundo. Oportunidades de crecimiento y desarrollo profesional a través de mentorías y entrenamientos.Únete a nuestro equipo global"
123,Desarrollador De Back-End,Digital Mind-ai,Pichincha,,"En Digital Mind decodificamos el futuro, optimizando el presente. Buscamos un Backend Developer apasionado por la tecnología, que quiera diseñar y mantener arquitecturas inteligentes y escalables que potencien la toma de decisiones estratégicas. Responsabilidades Diseñar, desarrollar y mantener microservicios en Python utilizando FastAPI, asegurando modularidad, escalabilidad y fácil mantenimiento. Implementar y optimizar la comunicación asíncrona entre microservicios mediante RabbitMQ (Event-Driven Architecture - EDA). Gestionar y estructurar datos en MongoDB, garantizando integridad, rendimiento y seguridad en las operaciones CRUD. Integrar servicios de autenticación y autorización basados en JWT y coordinar con el microservicio de identidad existente. Crear endpoints y flujos de API robustos para el frontend (Angular) y otros servicios internos. Automatizar despliegues y configuraciones en Railway o entornos equivalentes, asegurando una entrega continua (CI/CD). Optimizar el rendimiento de los microservicios existentes, mejorando tiempos de respuesta, uso de recursos y estabilidad. Colaborar con el equipo frontend para definir interfaces y resolver necesidades de integración. Mantener control de versiones y flujos de trabajo en GitHub, utilizando ramas, PRs y revisiones de código. Documentar APIs, estructuras de datos y procesos técnicos de cada microservicio para asegurar continuidad y escalabilidad del proyecto. Requisitos 1 a 2 años de experiencia comprobable en desarrollo backend con Python . Experiencia práctica construyendo y manteniendo microservicios en FastAPI o Flask . Haber trabajado con MongoDB como base de datos principal (consultas complejas, índices, agregaciones). Experiencia en la implementación de comunicación asíncrona entre microservicios mediante RabbitMQ u otros brokers (Kafka, Redis Streams). Experiencia en despliegue y mantenimiento de servicios en plataformas Railway , Render , AWS , Heroku o similares. Experiencia integrando sistemas de autenticación JWT y gestión de usuarios. Conocimiento de Docker para la contenedorización y orquestación de servicios. Experiencia utilizando Git/GitHub para control de versiones, colaboración y manejo de ramas. Experiencia trabajando en equipos ágiles o colaborando en proyectos distribuidos. Deseable experiencia habiendo trabajado en proyecto de socials networks. SKILLS Capacidad para trabajar de forma autónoma y colaborativa en un entorno ágil. Habilidad para documentar código y procesos claramente. Enfoque en resolver problemas y mejorar continuamente los servicios existentes. Buena comunicación y disposición para coordinarse con el equipo frontend y de infraestructura. Mentalidad proactiva y responsable para cumplir con los objetivos y plazos del proyecto. Postula enviando tu CV o portafolio a - Asunto: Backend Developer – Digital Mind"
124,Desarrollador Web Jr.,beflamingo,"Quito, Pichincha",,"Programador Jr. con enfoque en WordPress y experiencia básica como webmaster. Se requiere manejo de HTML, CSS, PHP básico, plugins y optimización de sitios. Con ganas de aprender e integrarse a un equipo donde pueda aportar en el desarrollo web y crecer profesionalmente. Si estás interesado por el mundo digital esta es tu oportunidad."
125,Desarrollador De Software,Pérez Bustamante & Ponce (PBP),"Quito, Pichincha",,"En Pérez Bustamante & Ponce nos encontramos en búsqueda de un Desarrollador de Software para unirse a nuestro equipo de TI en la ciudad de Quito. Formación Académica: Ingeniería en Sistemas, Informática o Desarrollo de Software. Experiencia: Mínimo 2 años en roles similares. Conocimientos Específicos: Dominio de .NET, C# y .NET Framework, así como Desarrollo Web en ASP.NET y ASP.NET Core. Experiencia en la creación de APIs RESTful y servicios SOAP. Manejo de bases de datos relacionales (SQL SERVER) y no relacionales. Conocimientos en DevOps, incluyendo integración continua con herramientas como Azure DevOps y GitHub Disponibilidad inmediata para trabajo presencial. Si cuentas con el perfil y estás en búsqueda de un nuevo reto profesional, Aplica ahora y únete a la Firma Legal más reconocida del país"
126,Data Analytics Developer - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",Remoto,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Data Analytics Developer at BairesDevWe are looking for a Data Analytics Developer to join our team. This professional will be responsible for taking raw information - numbers or qualitative data sets - and constructing narratives that help our business colleagues to make better decisions. The primary goal of this position is to take large volumes of complex data, extract insights, and help solve problems.What You Will Do:- Work with stakeholders to understand reporting needs, identifying and querying data sources to get the required data.- Cleanse and massage data into the shape required, creating Tableau datasets, reports, and dashboards to meet requirements.- Present and gather feedback from stakeholders on the finished product.- Deploy data, reports, and dashboards to Tableau; develop reports according to analyst-defined specifications- Conduct technical training.- Maintain and document the operational environment.- Maintain and process SQL Server SPs and queries.Here’s what we are looking for:- At least 3 years of experience developing Business Intelligence dashboards and reports, analyzing, and visualizing data.- An understanding of Tableau administration, licensing, security, and deployment, and at least 1 year of previous work experience using Tableau.- A solid understanding of the concepts involved in modeling relational data.- Strong analytic skills, with a hands-on approach with the ability to deliver commitments.- Superior organizational skills, with a disciplined approach to implementation, support, and documentation.- Experience with ETL of data from a variety of sources using SSIS, Python, or similar technologies (is a plus).- Knowledge of SQL Server database architecture (components and processes of the database) and/or experience with creating tabular data models in SQL Server (is a plus).- Advanced English level.How we do make your work (and your life) easier:- 100% remote work.- Hardware setup for you to work from home.- Flexible hours - make your schedule.- Paid parental leave, vacation & holidays.- Diverse and multicultural work environment.- An innovative environment with the structure and resources of a leading multinational.- Excellent compensation — well above the market average.- Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company."
127,Python Developer - Remote Work,BairesDev,"Anywhere, Guayas",Remoto,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.Python Developer at BairesDevBeing a Python Senior Developer in our Development Team is just like being a full-time problem solver. We expect your abilities to be a combination of experience, knowledge, and independence. Innovation is also at the heart of the BairesDev strategy. So, if you were willing to take on the most complex tasks and be a master of your tech stack, Phyton, then you are probably one of those unique we’re looking for.What You’ll Do:- Create automation systems and tools to configure, monitor, and orchestrate data infrastructure and pipelines.- Create data integration services to help onboard new customers as quickly as possible.Here’s what we are looking for:- 5+ years of practical experience in Python and Django development.- Experience with SQL and NoSQL Databases.- Experience with Microservices and the Cloud.- Advanced algorithm knowledge.- Intermediate agile methodologies management.- Strong understanding of best practices, SOLID principles, CLEAN Code, and scalable solutions.- Design Patterns knowledge.- Experience in automated tests, CI/CD pipelines.- Strong experience with Version control.- Strong experience with Unit testing, integration testing, and code coverage.How we do make your work (and your life) easier:- 100% remote work.- Hardware setup for you to work from home.- Flexible hours - make your schedule.- Paid parental leave, vacation & holidays.- Diverse and multicultural work environment.- An innovative environment with the structure and resources of a leading multinational.- Excellent compensation — well above the market average.- Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company."
128,Desarrollador De Aplicativos,QBECSERVICIOS,"Quito, Pichincha",,"Título del Puesto: Desarrollador de Software. Descripción del Trabajo: Conocer de SQL Server, C#, Visual Basic, Angular, .Net 4.0, .Net 8.0, Aplicaciones Windows Forms, Rest API, Consumo SOAP Para Mantenimiento y desarollo de aplicativos Tipo de puesto: Medio tiempo, Permanente Sueldo: $700,00 - $800,00 al mes"
129,Scala Developer - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",Remoto,"BairesDev is proud to be one of the fastest-growing companies in Latin America and a welcoming, highly rated employer (Glassdoor Employee Score: 4.3). With more than 3500 employees in 27 countries and world-class clients from start-ups to Fortune 500 companies, we’re only as strong as the multicultural teams at the heart of our business. BairesDev runs on talent. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of IT Talent and nurture their professional growth on exciting projects for companies like Google, Pinterest, and Udemy.We are looking for Scala Developers to work from home and join our Development team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about programming in this language and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!Main Activities:- Create automated tests for code artifacts.- Use the continuous integration / continuous delivery pipeline for build, test, and deploy.- Actively contribute to design and technology discussions.- Participate in the agile development process.- Find opportunities and drive adoption of leading-edge technologies.- Own and drive solutions even in the presence of ambiguity.- Rapidly evolve skills as technology changes.What are we looking for:- 6+ years of experience working as a developer.- 5+ years of experience in Scala.- Proficient with analysis, troubleshooting, and problem solving.- Hands-on experience with managing data loads and data quality a plus.- Advanced English level.BairesDev Offers:- 100% remote work.- Flexible hours - make your own schedule!- Diverse and multicultural work environment.- Paid parental leave, vacation & holidays.- Hardware setup for you to work from home.- Excellent compensation — well above the market average.- Extensive opportunities for growth and professional development thanks to our mentoring system.At BairesDev, remote work is at our core. Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!"
130,Desarrollador De Inteligencia Artificial,Penta,"Cuenca, Azuay",,"Descripción de la empresa Indica aquí los detalles. Descripción del puesto Como Desarrollador de Inteligencia Artificial en PENTA, serás responsable de diseñar, desarrollar y mantener sistemas de IA para diversas aplicaciones. Tus tareas diarias incluirán la implementación de modelos y algoritmos de machine learning, la colaboración con otros equipos para integrar soluciones de IA y la optimización continua de los sistemas existentes. Este es un puesto de tiempo completo y se realizará de manera presencial en Cuenca Canton. Requisitos Fuerte conocimiento en ciencias de la computación y habilidades en desarrollo de software. Experiencia en desarrollo web back-end y programación. Dominio en programación orientada a objetos (OOP). Además, se valorarán aptitudes como la capacidad de trabajar en equipo, habilidades de comunicación y pensamiento analítico."
131,Senior React Native Developer - Remote Work,BairesDev,"Anywhere, Guayas",Remoto,"At BairesDev®, we've been leading the way in technology projects for over 15 years. We deliver cutting-edge solutions to giants like Google and the most innovative startups in Silicon Valley. Our diverse 4,000+ team, composed of the world's Top 1% of tech talent, works remotely on roles that drive significant impact worldwide. When you apply for this position, you're taking the first step in a process that goes beyond the ordinary. We aim to align your passions and skills with our vacancies, setting you on a path to exceptional career development and success. Senior React Native Developer at BairesDev As a Senior React Native Developer, lead the development of sophisticated mobile applications. Your role includes overseeing project development, mentoring junior developers, and adopting the latest mobile technologies, ensuring the delivery of high-quality, efficient, and scalable mobile solutions. What you will do - Oversee the design and development of sophisticated React Native applications, aligning them with business and technical requirements. - Lead and mentor a team of React Native developers, promoting a culture of technical excellence and innovation. - Make strategic decisions regarding mobile app architecture, performance optimization, and addressing technical challenges in React Native. - Champion best practices in React Native development, including code reviews, testing, and continuous integration. - Drive innovation by exploring and integrating new React Native technologies and frameworks into software projects. - Collaborate with stakeholders to define, design, and deliver new features and functionalities, ensuring high-quality mobile solutions. What we are looking for - 5+ years of experience with React Native. - Strong understanding of best practices, such as SOLID and clean code, focusing on scalable solutions. - Extensive experience with code reviews, writing automated tests, and implementing CI/CD pipelines. - Strong expertise in unit testing, integration testing, and maintaining high code coverage. - Demonstrated ability to make informed technical decisions and apply the best approach for each use case. - IT infrastructure knowledge. - Advanced level of English. How we do make your work (and your life) easier: - 100% remote work (from anywhere). - Excellent compensation in USD or your local currency if preferred - Hardware and software setup for you to work from home. - Flexible hours: create your own schedule. - Paid parental leaves, vacations, and national holidays. - Innovative and multicultural work environment: collaborate and learn from the global Top 1% of talent. - Supportive environment with mentorship, promotions, skill development, and diverse growth opportunities. Apply now and become part of a global team where your unique talents can truly thrive!"
132,React/Typescript + Go Full Stack Developer - Remote - Latin America,FullStack Labs,"Anywhere, Guayas",Remoto,"About FullStack FullStack is the most transparent IT talent network, connecting highly skilled individuals with top global companies and Silicon Valley startups for remote, on-demand projects. We focus on building a trusted, high-performance network where talent can thrive in a positive, respectful, and supportive environment. By prioritizing transparency, fair opportunities, and professional growth, we empower our engineers to deliver their best work while collaborating with innovative teams worldwide. We’re Most Proud Of Offering life-changing opportunities for talented software professionals across the Americas. Enhancing highly-skilled software development teams of hundreds of the world’s greatest companies. Our 4.2-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Opportunity Join our talent network and connect with U.S. clients for flexible, project-based development work as a React/Typescript + Go Full Stack Developer. You will integrate directly into our client's team and work alongside their existing designers and engineers on a daily basis. What We're Looking For 4+ years of professional Software Development experience. Advanced English is required. Successful completion of a four-year college degree is required. Proven experience developing with Golang. Proven experience developing with React and TypeScript. Familiarity with .NET technologies and frameworks. Experience writing and maintaining automated tests. Understanding of AWS services and cloud environments. Knowledge of database design and best practices. Ability to work through new and difficult issues and contribute to libraries as needed. Ability to create and maintain continuous integration and delivery of applications. Forensic attention to detail. A positive mindset and a can-do attitude. Experience working on Agile/Scrum teams. Meaningful experience working on large, complex systems. Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. Ability to consistently work 40 hours per week. What We Offer Competitive pay. 100% remote work. The ability to work with leading startups and Fortune 500 companies. Continuing education opportunities. Opportunity to grow and expand your career. Our talent network is committed to fostering a diverse, inclusive, and accessible environment where IT professionals can find opportunities that match their skills. We welcome individuals of all races, religions, genders, sexual orientations, national origins, abilities, and experiences. Our focus is on connecting talent with projects based on qualifications, ensuring a fair and transparent process that values diverse perspectives and global collaboration. Learn more about our Applicants Privacy Notice."
133,"¡Para Quito Se Busca Desarrollador Móvil En Flutter, Node.Js Y Angular!",Business Insights,Pichincha,,"Eres un apasionado del desarrollo móvil que busca un nuevo desafío? ¡Esta es tu oportunidad! BUSINESS INSIGHTS busca un desarrollador talentoso y motivado para unirse a nuestro equipo dinámico y en crecimiento. Buscamos a alguien con experiencia en Angular , Flutter y Node.js que sea apasionado por crear aplicaciones web y móviles de alta calidad e innovadoras. Responsabilidades: Desarrollar y mantener aplicaciones web y móbiles Trabajar con Flutter, Node.js, Angular y otras tecnologías relevantes Escribir código limpio, mantenible y escalable Colaborar con otros desarrolladores y miembros del equipos Requisitos: Licenciatura en Ciencias de la Computación, Ingeniería Informática o campo relacionado (o experiencia equivalente) Al menos 1 año de experiencia en desarrollo web Experiencia en Flutter, Node.js y Angular Experiencia con otras tecnologías relevantes como HTML, CSS, JavaScript, Git y herramientas de control de versiones Excelentes habilidades de comunicación y colaboración Capacidad para trabajar de forma independiente y como parte de un equipo Actitud positiva y proactiva Ofrecemos: Un ambiente de trabajo desafiante y gratificante La oportunidad de trabajar con tecnologías de vanguardia Un equipo talentoso y apasionado ¿Estás listo para dar el siguiente paso en tu carrera? ¡Envía tu currículum vitae y aspiración salarial a rrhh@business-insights.digital! ¡Esperamos conocerte!"
134,Programador- Desarrollador,Sweaden Compañía de Seguros,"Quito, Pichincha",,"Compañía de Seguros Requiere Contratar Un Programador Con Conocimientos En Java, Java Scrip, Flutter, Angular, Spring, WEB SERVICES TIPO: REST, SOUP Metodologías BPM Show more Show less"
