index,titulo,empresa,ubicacion,modalidad,descripcion
50,QA Automation Engineer - Sector Financiero/Bancario,Devsu,"Cuenca, Azuay",,"Buscamos un/a Ingeniero/a QA Automation con experiencia comprobada en pruebas automatizadas de software. Funciones: Diseñar, desarrollar y ejecutar pruebas automatizadas para validar funcionalidades. Colaborar con el equipo de desarrollo y producto para entender requerimientos y criterios de aceptación. Documentar y reportar defectos de manera clara y precisa. Participar en la definición de estrategias de prueba. Ejecutar pruebas en entornos que incluyan modelos de datos complejos. Desarrollar scripts de pruebas y mantenerlos actualizados. Validar calidad de datos y funcionamiento en bases de datos SQL y NoSQL. Utilizar herramientas de automatización de pruebas como Cypress, Karate, Serenity, K6, entre otras. Apoyar la mejora continua de los procesos de testing. Requirements Mínimo 2 años de experiencia comprobada como Ingeniero QA. Experiencia en automatización de pruebas de software. Habilidades de programación básicas a intermedias. Experiencia en pruebas de software, preferiblemente en entornos de desarrollo de modelos de datos. Conocimiento en metodologías de pruebas y diseño de casos de prueba. Manejo de bases de datos SQL y NoSQL. Experiencia con herramientas de automatización como Serenity, Karate, K6, Cypress, Protractor, TestCafe, Appium, entre otras Deseables: Certificación ISTQB o similar. Conocimiento de buenas prácticas de desarrollo: Git, TDD, revisiones de código, CI/CD. Experiencia en herramientas RPA (Robotic Process Automation). Experiencia previa en entornos ágiles Benefits En Devsu, queremos crear un ambiente donde puedas prosperar tanto personal como profesionalmente. Al unirte a nuestro equipo, disfrutarás de: Un contrato estable a largo plazo con oportunidades de crecimiento profesional Seguro médico privado Programas continuos de capacitación, mentoría y aprendizaje para mantenerte a la vanguardia de la industria Acceso gratuito a recursos de capacitación en IA y herramientas de IA de última generación para elevar tu trabajo diario Una política flexible de tiempo libre remunerado (PTO) además de días festivos pagados Proyectos de software desafiantes de clase mundial para clientes en Estados Unidos y Latinoamérica Colaboración con algunos de los ingenieros de software más talentosos de Latinoamérica y Estados Unidos, en un entorno de trabajo diverso Únete a Devsu y descubre un lugar de trabajo que valora tu crecimiento, apoya tu bienestar y te empodera para generar un impacto global."
51,Senior De Automatización De QA / Investigación Y,BairesDev,"Cuenca, Azuay",,"BairesDev se enorgullece de ser la empresa de software outsourcing de más rápido crecimiento de América. Nuestros equipos están conformados por personas de todo el mundo, lo que nos permite contar con una fuerte esencia multicultural. Para ofrecer constantemente soluciones de la más alta calidad, contratamos solo al 1% superior de los mejores talentos y los desafiamos a proyectos emocionantes.Senior de Automatización de QA en BairesDevBuscamos un sobresaliente Senior de Automatización de QA para sumarse al equipo de Investigación y Desarrollo de BairesDev (I + D).Nuestro equipo de I + D es parte esencial de nuestras soluciones tecnológicas que generan millones en ingresos cada año, por lo que sólo contratamos a los mejores de los mejores.Dentro del equipo, encontrarás muchos desafíos diferentes: Análisis de datos, Aprendizaje Automático, Desarrollos de escritorio y web son algunos de los más relevantes en este momento, pero para impulsar la innovación, ¡notarás que surgen cosas nuevas todos los días!El área de I + D es sin duda el área más interesante y desafiante de toda la empresa, y aunque BairesDev está conformada por personas realmente talentosas en general, aquí encontrarás profesionales con amplia experiência y también nível intelectual y creativo, muy por encima de la media.Queremos que la gente disfrute del viaje. ¿Estás listo?Actividades Principales- Desarrollar y ejecutar los planes y casos de prueba.- Estimar los esfuerzos de prueba, analizar y comunicar los resultados de las pruebas y participar en las actividades diarias de control de calidad.- Trabajar con los equipos de desarrollo, control de calidad y gestión de productos para diseñar y aplicar estrategias de prueba y validación.- Ejecutar y gestionar los casos de prueba y los resultados; informar sobre las métricas de pruebas y errores.¿Qué Buscamos?- 5+ años de experiência en automatización de pruebas.- Destreza para trabajar con C, C++, Java y Python.- Conocimientos sólidos en ambientes de Unix y Linux.- Nível de Inglés avanzado.¿Cómo haremos la vida y el trabajo más fácil?- Trabajo 100% remoto.- Configuración de hardware para trabajar desde casa.- Horario flexible.- Licencias por paternidad y maternidad, vacaciones y feriados pagados.- Ambiente laboral diversificado y multicultural.- Un entorno innovador con la estructura y los recursos de una multinacional líder.- Excelente remuneración - por encima de la media del mercado y tus expectativas.- Aquí puedes crecer tan rápido como aprendas.Nuestra gente trabaja de forma remota con una cultura sólida y constante que promueve la diversidad y el trabajo en equipo. Para continuar siendo la empresa líder en desarrollo de software de América, queremos asegurarnos de que cada miembro de BairesDev tenga las mejores oportunidades de crecimiento y desarrollo profesional en un entorno diverso, acogedor e innovador. Cada persona del equipo aporta algo esencial a BairesDev, ¡cuéntanos tu historia!¡Postúlate ya!"
52,Probador De Software (QA) / Investigación Y,BairesDev,"Cuenca, Azuay",,"BairesDev se enorgullece de ser la empresa de software outsourcing de más rápido crecimiento de América. Nuestros equipos están conformados por personas de todo el mundo, lo que nos permite contar con una fuerte esencia multicultural. Para ofrecer constantemente soluciones de la más alta calidad, contratamos solo al 1% superior de los mejores talentos y los desafiamos a proyectos emocionantes.Sobre la posición:Estamos buscando al mejor talento para la posición de QA Software Senior para unirse al equipo de Investigación y Desarrollo (I+D) de BairesDev.Nuestro equipo de I+D es una parte esencial de nuestras soluciones tecnológicas que generan millones de ingresos cada año, por lo que sólo contratamos a los mejores talentos de todo el mundo.Dentro del equipo encontrarás muchos retos diferentes: Análisis de datos, Machine Learning, Desktop y Desarrollo web son algunos de los más relevantes en este momento, pero para impulsar la innovación, te darás cuenta de que algo nuevo se presenta cada día.El área de I+D es sin duda la más interesante y desafiante de toda la empresa, y aunque BairesDev está conformada por gente realmente talentosa en general, aquí encontrarás profesionales con amplia experiência y del más alto nível intelectual y creativo.¿Estás listo para sumarte a nuestro equipo?Principales responsabilidades:- Analizar requisitos del usuario final para definir y documentar los planes de prueba.- Ejecutar casos de prueba, depurar, detectar errores y/o posibles mejoras, documentarlos y hacer un seguimiento para su resolución.- Generar informes de los resultados de las pruebas y errores detectados.- Definir las prioridades y planificar las pruebas de los requisitos del sistema.- Documentar las funcionalidades de los sistemas.- Representar al usuario final ante los desarrolladores para garantizar el cumplimiento de los requisitos.- Detectar y proponer mejoras tanto en el proceso de control de calidad como en el ciclo de desarrollo del software.¿Qué Buscamos?- 4+ años de experiência en testing de productos Web.- Sólidos conocimientos en herramientas de Testing.- Desarrollar planes de pruebas: Creación de casos de pruebas y depuración.- Conocimientos en Tecnologías Web.- Sólidos conocimientos en sistemas operativos de Unix y Linux.- Nível de Inglés y Portugués avanzado.¿Cómo haremos la vida y el trabajo más fácil?- Trabajo 100% remoto.- Configuración de hardware para trabajar desde casa.- Horario flexible.- Licencias por paternidad y maternidad, vacaciones y feriados pagados.- Ambiente laboral diversificado y multicultural.- Un entorno innovador con la estructura y los recursos de una multinacional líder.- Excelente remuneración - por encima de la media del mercado y tus expectativas.- Aquí puedes crecer tan rápido como aprendas.Nuestra gente trabaja de forma remota con una cultura sólida y constante que promueve la diversidad y el trabajo en equipo. Para continuar siendo la empresa líder en desarrollo de software de América, queremos asegurarnos de que cada miembro de BairesDev tenga las mejores oportunidades de crecimiento y desarrollo profesional en un entorno diverso, acogedor e innovador. Cada persona del equipo aporta algo esencial a BairesDev, ¡cuéntanos tu historia!¡Postúlate ya!"
53,QA Automation Engineer,FullStack Labs,"Cuenca, Azuay",Remoto,"About FullStack FullStack is the most transparent IT talent network, connecting highly skilled individuals with top global companies and Silicon Valley startups for remote, on-demand projects. We focus on building a trusted, high-performance network where talent can thrive in a positive, respectful, and supportive environment. By prioritizing transparency, fair opportunities, and professional growth, we empower our engineers to deliver their best work while collaborating with innovative teams worldwide. We're Most Proud Of Offering life-changing opportunities for talented software professionals across the Americas. Enhancing highly-skilled software development teams of hundreds of the world's greatest companies. Our 4.2-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Opportunity Join our talent network and connect with U.S. clients for flexible, project-based development work as a QA Automation Engineer. You will integrate directly into our client's team and work alongside their existing designers and engineers on a daily basis. What We're Looking For 5+ years of professional Quality Assurance experience. Advanced English is required. Successful completion of a four-year college degree is required. Solid background in TypeScript-based test automation. Proven experience in manual testing, with a strong focus on confirmation, exploratory, and regression testing. Solid skills in test case design, execution, and documentation. Experience with Playwright is a plus. Ability to work through new and difficult issues and contribute to libraries as needed. Ability to create and maintain continuous integration and delivery of applications. Forensic attention to detail. A positive mindset and a can-do attitude. Experience working on Agile / Scrum teams. Meaningful experience working on large, complex systems. Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. Ability to consistently work 40 hours per week. What We Offer Competitive pay. 100% remote work. The ability to work with leading startups and Fortune 500 companies. Continuing education opportunities Opportunity to grow and expand your career Our talent network is committed to fostering a diverse, inclusive, and accessible environment where IT professionals can find opportunities that match their skills. We welcome individuals of all races, religions, genders, sexual orientations, national origins, abilities, and experiences. Our focus is on connecting talent with projects based on qualifications, ensuring a fair and transparent process that values diverse perspectives and global collaboration. Learn more about our Applicants Privacy Notice. Show more Show less"
54,QA Automation Engineer,Devsu,"Cuenca, Azuay",,"Buscamos un/a Ingeniero/a QA Automation con experiencia comprobada en pruebas automatizadas de software. Esta posición es híbrida en Quito/Ecuador. Funciones: Diseñar, desarrollar y ejecutar pruebas automatizadas para validar funcionalidades. Colaborar con el equipo de desarrollo y producto para entender requerimientos y criterios de aceptación. Documentar y reportar defectos de manera clara y precisa. Participar en la definición de estrategias de prueba. Ejecutar pruebas en entornos que incluyan modelos de datos complejos. Desarrollar scripts de pruebas y mantenerlos actualizados. Validar calidad de datos y funcionamiento en bases de datos SQL y NoSQL. Utilizar herramientas de automatización de pruebas como Cypress, Karate, Serenity, K6, entre otras. Apoyar la mejora continua de los procesos de testing. Requirements Mínimo 2 años de experiencia comprobada como Ingeniero QA. Experiencia en automatización de pruebas de software. Habilidades de programación básicas a intermedias. Experiencia en pruebas de software, preferiblemente en entornos de desarrollo de modelos de datos. Conocimiento en metodologías de pruebas y diseño de casos de prueba. Manejo de bases de datos SQL y NoSQL. Experiencia con herramientas de automatización como Serenity, Karate, K6, Cypress, Protractor, TestCafe, Appium, entre otras Deseables: Certificación ISTQB o similar. Conocimiento de buenas prácticas de desarrollo: Git, TDD, revisiones de código, CI/CD. Experiencia en herramientas RPA (Robotic Process Automation). Experiencia previa en entornos ágiles Benefits En Devsu, queremos crear un ambiente donde puedas prosperar tanto personal como profesionalmente. Al unirte a nuestro equipo, disfrutarás de: Un contrato estable a largo plazo con oportunidades de crecimiento profesional Seguro médico privado Programas continuos de capacitación, mentoría y aprendizaje para mantenerte a la vanguardia de la industria Acceso gratuito a recursos de capacitación en IA y herramientas de IA de última generación para elevar tu trabajo diario Una política flexible de tiempo libre remunerado (PTO) además de días festivos pagados Proyectos de software desafiantes de clase mundial para clientes en Estados Unidos y Latinoamérica Colaboración con algunos de los ingenieros de software más talentosos de Latinoamérica y Estados Unidos, en un entorno de trabajo diverso Únete a Devsu y descubre un lugar de trabajo que valora tu crecimiento, apoya tu bienestar y te empodera para generar un impacto global. Show more Show less"
55,Trabajo Desde Casa Tester De Software QA I D Ref. 0027S RD,BairesDev,"Cuenca, Azuay",,"En BairesDev llevamos 15 años liderando proyectos de tecnología para clientes como Google, RollsRoyce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1 de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev.Tester de Software QA I D en BairesDevBuscamos probadores de software QA destacados para unirse al equipo de Investigación y Desarrollo ID de BairesDev.Nuestro equipo de I D es una parte esencial de nuestras soluciones tecnológicas que impulsan millones en ingresos anualmente, por lo que solo contratamos lo mejor de lo mejor.Dentro del equipo encontrarás muchos retos diferentes Análisis de datos, Machine Learning, Desktop y desarrollos web son algunos de los más relevantes ahora mismo, pero para impulsar la innovación, notarás que cada día surgen cosas nuevasEl área de ID es sin duda el área más apasionante y desafiante de toda la compañía, y aunque BairesDev está conformada por gente realmente talentosa en general, aquí encontrarás profesionales con amplia experiencia y también niveles intelectuales y creativos, muy por encima de la media.Queremos que la gente disfrute del viaje. Estás preparadoActividades Principales Analizar los requisitos del usuario final para definir y documentar los planes de prueba. Ejecutar casos de prueba, depurar, detectar errores yo posibles mejoras, documentarlos y hacer un seguimiento para su resolución. Generar informes de resultados de pruebas y errores detectados. Definir las prioridades y planificar las pruebas de los requisitos del sistema. Documentar las funcionalidades de los sistemas. Representar al usuario final ante los desarrolladores para garantizar que se cumplen los requisitos. Detectar y proponer mejoras tanto en el proceso de control de calidad como en el ciclo de desarrollo de software.Qué Buscamos 4 años de experiencia en pruebas de Productos Web. Sólidos conocimientos de herramientas de testing. Desarrollo de planes de prueba creación de casos de prueba y depuración. Conocimientos adicionales en tecnologías Web. Amplios conocimientos de entornos Unix y Linux. Nivel avanzado de inglés.Qué ofrecemos para que tu trabajo y tu vida seja mais fácil Trabajo 100 remoto trabaja desde tu casa o donde quieras. Compensación en USD o en tu moneda local, como prefieras, muy por encima de la media del mercado. Hardware y software. Horarios flexibles Licencias por materpaternidad, vacaciones y días festivos nacionales pagos. Ambiente laboral multicultural e innovador, perfecto para hacer amigos, colaborar y aprender de las personas más talentosas del mundo. Oportunidades de crecimiento y desarrollo profesional a través de mentorías y entrenamientos.Únete a nuestro equipo global"
56,Senior QA Automation Engineer Latam,BairesDev,"Cuenca, Azuay",Remoto,"BairesDev is proud to be one of the fastest-growing companies in Latin America and a welcoming, highly rated employer (Glassdoor Employee Score: 4.3). With more than 3500 employees in 27 countries and world-class clients from start-ups to Fortune 500 companies, we’re only as strong as the multicultural teams at the heart of our business. BairesDev runs on talent. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of IT Talent and nurture their professional growth on exciting projects for companies like Google, Pinterest, and Udemy.Main Activities:- Develop and execute test plans and test cases.- Estimate test efforts, analyze and communicate test results and participate in day to day QA activities.- Work with Development, QA and Product Management to design and implement test and validation strategies.- Execute and manage test cases and results; report on test and defect metrics.What are we looking for:- 5+ years of experience in automated testing.- Good skills with C, C ++, Java and Python.- Deep knowledge of Unix and Linux environments.- Advanced English level.BairesDev Offers:- 100% remote work.- Flexible hours - make your own schedule!- Diverse and multicultural work environment.- Paid parental leave, vacation & holidays.- Hardware setup for you to work from home.- Excellent compensation — well above the market average.- Extensive opportunities for growth and professional development thanks to our mentoring system.At BairesDev, remote work is at our core. Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!"
57,QA Analyst Senior - Remote Work,BairesDev,"Anywhere, Azuay",Remoto,"Who We areBairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.QA Analyst Senior at BairesDevBeing a QA Senior Analyst Developer in our Development Team is just like being a full-time problem solver. We expect your abilities to be a combination of experience, knowledge, and independence. Innovation is also at the heart of the BairesDev strategy. So, if you were willing to take on the most complex tasks and be a master of your tech stack, QA, then you are probably one of those unique we’re looking for.What You’ll Do:- Analyze end user requirements to define and document test plans.- Execute test cases, debug, detect errors and / or possible improvements, document them and follow up to be resolved.- Generate reports of test results and errors detected.- Define priorities and plan tests of system requirements.- Document the functionalities of the systems.- Represent the end user to the developers to ensure that the requirements are met.- Detect and propose improvements in both the quality control process and the software development cycle.Here’s what we are looking for:- 5+ years of experience in testing Web Products.- Experience with SQL and NoSQL Databases.- Experience with Microservices and the Cloud.- Advanced algorithm knowledge.- IT infrastructure knowledge.- Intermediate agile methodologies management.- Strong understanding of best practices, SOLID principles, CLEAN Code, and scalable solutions.- Design Patterns knowledge.- Experience in automated tests, CI/CD pipelines.- Strong experience with Version control.- Strong experience with Unit testing, integration testing, and code coverage.- Advanced English level.How we do make your work (and your life) easier:- 100% remote work.- Hardware setup for you to work from home.- Flexible hours - make your schedule.- Paid parental leave, vacation & holidays.- Diverse and multicultural work environment.- An innovative environment with the structure and resources of a leading multinational.- Excellent compensation — well above the market average.- Here you can grow at the speed of your learning curve.Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.Every BairesDev team member brings something unique to our company."
58,Trabajo Desde Casa Tester De Software QA I D Ref. 0027S RD,BairesDev,"Cuenca, Azuay",,"En BairesDev llevamos 15 años liderando proyectos de tecnología para clientes como Google, RollsRoyce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1 de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev.Tester de Software QA I D en BairesDevBuscamos probadores de software QA destacados para unirse al equipo de Investigación y Desarrollo ID de BairesDev.Nuestro equipo de I D es una parte esencial de nuestras soluciones tecnológicas que impulsan millones en ingresos anualmente, por lo que solo contratamos lo mejor de lo mejor.Dentro del equipo encontrarás muchos retos diferentes Análisis de datos, Machine Learning, Desktop y desarrollos web son algunos de los más relevantes ahora mismo, pero para impulsar la innovación, notarás que cada día surgen cosas nuevasEl área de ID es sin duda el área más apasionante y desafiante de toda la compañía, y aunque BairesDev está conformada por gente realmente talentosa en general, aquí encontrarás profesionales con amplia experiencia y también niveles intelectuales y creativos, muy por encima de la media.Queremos que la gente disfrute del viaje. Estás preparadoActividades Principales Analizar los requisitos del usuario final para definir y documentar los planes de prueba. Ejecutar casos de prueba, depurar, detectar errores yo posibles mejoras, documentarlos y hacer un seguimiento para su resolución. Generar informes de resultados de pruebas y errores detectados. Definir las prioridades y planificar las pruebas de los requisitos del sistema. Documentar las funcionalidades de los sistemas. Representar al usuario final ante los desarrolladores para garantizar que se cumplen los requisitos. Detectar y proponer mejoras tanto en el proceso de control de calidad como en el ciclo de desarrollo de software.Qué Buscamos 4 años de experiencia en pruebas de Productos Web. Sólidos conocimientos de herramientas de testing. Desarrollo de planes de prueba creación de casos de prueba y depuración. Conocimientos adicionales en tecnologías Web. Amplios conocimientos de entornos Unix y Linux. Nivel avanzado de inglés.Qué ofrecemos para que tu trabajo y tu vida seja mais fácil Trabajo 100 remoto trabaja desde tu casa o donde quieras. Compensación en USD o en tu moneda local, como prefieras, muy por encima de la media del mercado. Hardware y software. Horarios flexibles Licencias por materpaternidad, vacaciones y días festivos nacionales pagos. Ambiente laboral multicultural e innovador, perfecto para hacer amigos, colaborar y aprender de las personas más talentosas del mundo. Oportunidades de crecimiento y desarrollo profesional a través de mentorías y entrenamientos.Únete a nuestro equipo global"
59,Manual QA Engineer,FullStack Labs,"Manta, Manabí",Remoto,"About FullStack FullStack is the most transparent IT talent network, connecting highly skilled individuals with top global companies and Silicon Valley startups for remote, on-demand projects. We focus on building a trusted, high-performance network where talent can thrive in a positive, respectful, and supportive environment. By prioritizing transparency, fair opportunities, and professional growth, we empower our engineers to deliver their best work while collaborating with innovative teams worldwide. We're Most Proud Of Offering life-changing opportunities for talented software professionals across the Americas. Enhancing highly-skilled software development teams of hundreds of the world's greatest companies. Our 4.2-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Opportunity Join our talent network and connect with U.S. clients for flexible, project-based development work as a QA Automation Engineer. You will integrate directly into our client's team and work alongside their existing designers and engineers on a daily basis. What We're Looking For 5+ years of experience in manual software testing. Advanced English is required. Successful completion of a four-year college degree is required. Solid background in TypeScript-based test automation. Proven experience in manual testing, with a strong focus on confirmation, exploratory, and regression testing. Solid skills in test case design, execution, and documentation. Experience with Playwright is a plus. Ability to work through new and difficult issues and contribute to libraries as needed. Ability to create and maintain continuous integration and delivery of applications. Forensic attention to detail. A positive mindset and a can-do attitude. Experience working on Agile / Scrum teams. Meaningful experience working on large, complex systems. Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. Ability to consistently work 40 hours per week. What We Offer Competitive pay. 100% remote work. The ability to work with leading startups and Fortune 500 companies. Continuing education opportunities Opportunity to grow and expand your career Our talent network is committed to fostering a diverse, inclusive, and accessible environment where IT professionals can find opportunities that match their skills. We welcome individuals of all races, religions, genders, sexual orientations, national origins, abilities, and experiences. Our focus is on connecting talent with projects based on qualifications, ensuring a fair and transparent process that values diverse perspectives and global collaboration. Learn more about our Applicants Privacy Notice. The Opportunity Join our talent network and connect with U.S. clients for flexible, project-based development work as a [insert position/role]. You will integrate directly into our client's team and work alongside their existing designers and engineers on a daily basis. Show more Show less"
60,QA Automation Engineer,Devsu,"Ambato, Provincia Tungurahua",,"Buscamos un/a Ingeniero/a QA Automation con experiencia comprobada en pruebas automatizadas de software. Esta posición es híbrida en Quito/Ecuador. Funciones: Diseñar, desarrollar y ejecutar pruebas automatizadas para validar funcionalidades. Colaborar con el equipo de desarrollo y producto para entender requerimientos y criterios de aceptación. Documentar y reportar defectos de manera clara y precisa. Participar en la definición de estrategias de prueba. Ejecutar pruebas en entornos que incluyan modelos de datos complejos. Desarrollar scripts de pruebas y mantenerlos actualizados. Validar calidad de datos y funcionamiento en bases de datos SQL y NoSQL. Utilizar herramientas de automatización de pruebas como Cypress, Karate, Serenity, K6, entre otras. Apoyar la mejora continua de los procesos de testing. Requirements Mínimo 2 años de experiencia comprobada como Ingeniero QA. Experiencia en automatización de pruebas de software. Habilidades de programación básicas a intermedias. Experiencia en pruebas de software, preferiblemente en entornos de desarrollo de modelos de datos. Conocimiento en metodologías de pruebas y diseño de casos de prueba. Manejo de bases de datos SQL y NoSQL. Experiencia con herramientas de automatización como Serenity, Karate, K6, Cypress, Protractor, TestCafe, Appium, entre otras. Deseables: Certificación ISTQB o similar. Conocimiento de buenas prácticas de desarrollo: Git, TDD, revisiones de código, CI/CD. Experiencia en herramientas RPA (Robotic Process Automation). Experiencia previa en entornos ágiles. Benefits En Devsu, queremos crear un ambiente donde puedas prosperar tanto personal como profesionalmente. Al unirte a nuestro equipo, disfrutarás de: Un contrato estable a largo plazo con oportunidades de crecimiento profesional Seguro médico privado Programas continuos de capacitación, mentoría y aprendizaje para mantenerte a la vanguardia de la industria Acceso gratuito a recursos de capacitación en IA y herramientas de IA de última generación para elevar tu trabajo diario Una política flexible de tiempo libre remunerado (PTO) además de días festivos pagados Proyectos de software desafiantes de clase mundial para clientes en Estados Unidos y Latinoamérica Colaboración con algunos de los ingenieros de software más talentosos de Latinoamérica y Estados Unidos, en un entorno de trabajo diverso Únete a Devsu y descubre un lugar de trabajo que valora tu crecimiento, apoya tu bienestar y te empodera para generar un impacto global."
61,QA Automation Engineer - Sector Financiero/Bancario,Devsu,"Ambato, Provincia Tungurahua",,"Buscamos un/a Ingeniero/a QA Automation con experiencia comprobada en pruebas automatizadas de software. Funciones: Diseñar, desarrollar y ejecutar pruebas automatizadas para validar funcionalidades. Colaborar con el equipo de desarrollo y producto para entender requerimientos y criterios de aceptación. Documentar y reportar defectos de manera clara y precisa. Participar en la definición de estrategias de prueba. Ejecutar pruebas en entornos que incluyan modelos de datos complejos. Desarrollar scripts de pruebas y mantenerlos actualizados. Validar calidad de datos y funcionamiento en bases de datos SQL y NoSQL. Utilizar herramientas de automatización de pruebas como Cypress, Karate, Serenity, K6, entre otras. Apoyar la mejora continua de los procesos de testing. Requirements Mínimo 2 años de experiencia comprobada como Ingeniero QA. Experiencia en automatización de pruebas de software. Habilidades de programación básicas a intermedias. Experiencia en pruebas de software, preferiblemente en entornos de desarrollo de modelos de datos. Conocimiento en metodologías de pruebas y diseño de casos de prueba. Manejo de bases de datos SQL y NoSQL. Experiencia con herramientas de automatización como Serenity, Karate, K6, Cypress, Protractor, TestCafe, Appium, entre otras Deseables: Certificación ISTQB o similar. Conocimiento de buenas prácticas de desarrollo: Git, TDD, revisiones de código, CI/CD. Experiencia en herramientas RPA (Robotic Process Automation). Experiencia previa en entornos ágiles Benefits En Devsu, queremos crear un ambiente donde puedas prosperar tanto personal como profesionalmente. Al unirte a nuestro equipo, disfrutarás de: Un contrato estable a largo plazo con oportunidades de crecimiento profesional Seguro médico privado Programas continuos de capacitación, mentoría y aprendizaje para mantenerte a la vanguardia de la industria Acceso gratuito a recursos de capacitación en IA y herramientas de IA de última generación para elevar tu trabajo diario Una política flexible de tiempo libre remunerado (PTO) además de días festivos pagados Proyectos de software desafiantes de clase mundial para clientes en Estados Unidos y Latinoamérica Colaboración con algunos de los ingenieros de software más talentosos de Latinoamérica y Estados Unidos, en un entorno de trabajo diverso Únete a Devsu y descubre un lugar de trabajo que valora tu crecimiento, apoya tu bienestar y te empodera para generar un impacto global."
62,Senior QA Automation Engineer Latam,BairesDev,"Latacunga, Cotopaxi",Remoto,"BairesDev is proud to be one of the fastest-growing companies in Latin America and a welcoming, highly rated employer (Glassdoor Employee Score: 4.3). With more than 3500 employees in 27 countries and world-class clients from start-ups to Fortune 500 companies, we’re only as strong as the multicultural teams at the heart of our business. BairesDev runs on talent. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of IT Talent and nurture their professional growth on exciting projects for companies like Google, Pinterest, and Udemy.Main Activities:- Develop and execute test plans and test cases.- Estimate test efforts, analyze and communicate test results and participate in day to day QA activities.- Work with Development, QA and Product Management to design and implement test and validation strategies.- Execute and manage test cases and results; report on test and defect metrics.What are we looking for:- 5+ years of experience in automated testing.- Good skills with C, C ++, Java and Python.- Deep knowledge of Unix and Linux environments.- Advanced English level.BairesDev Offers:- 100% remote work.- Flexible hours - make your own schedule!- Diverse and multicultural work environment.- Paid parental leave, vacation & holidays.- Hardware setup for you to work from home.- Excellent compensation — well above the market average.- Extensive opportunities for growth and professional development thanks to our mentoring system.At BairesDev, remote work is at our core. Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!"
