index,titulo,empresa,ubicacion,modalidad,descripcion
79,Analista De Procesos QA,OMARSA S.A.,"Eloy Alfaro, Guayas",,"Conocimientos Conocimientos de manejo de ERP ( Microsoft Dynamics 365 deseable) Conocimiento de DEVOPS (deseable ) Conocimientos de lenguaje de programación C# ( Deseable) Metodología Scrum Conocimiento de herramienta JIRA Tareas y responsabilidades principales Planificación y diseño de pruebas Ejecución de pruebas Documentación de errores Seguimiento y análisis Trabajar de forma colaborativa con desarrolladores del equipo para comunicar los problemas y verificar las soluciones. Requisitos Experiencia Mínimo de 2 años Formación académica Los títulos en Ingeniería Informática, Ingeniería de Telecomunicaciones o Ciencia e Ingeniería de Datos. Nos dedicamos al cultivo, proceso y exportación de camarones orgánicos y convencionales de manera sostenible mediante el cumplimiento de los requisitos legales, utilizando materiales y recursos humanos necesarios para lograr la satisfacción total del cliente, a través de la investigación y tecnologías actualizadas para mejorar nuestros sistemas de producción, proporcionando productos de calidad superior y seguros, optimizando los recursos para ayudar preservar el medio ambiente y la rentabilidad de la compañía."
80,Analista De Capacitación De RH - Trabajo Remoto,BairesDev,"Anywhere, Manabí",,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Analista de Capacitación de RH en BairesDev Estamos buscando un Analista de Capacitación de Recursos Humanos para brindar capacitación a los nuevos empleados y empleados actuales en BairesDev. Buscamos una persona organizada, proactiva, multitasking y con alta adaptabilidad a los cambios. Actividades principales: - Recopilar información sobre los diferentes procesos para preparar e impartir capacitaciones (internas y de Nuevos Ingresos). - Revisar y mantener actualizada la información en Confluence. - Crear y hacer el seguimiento de los tickets de HelpDesk, RRHH y cualquier otro departamento con el que interactuemos. - Ser consciente de la información que tenemos y proponer mejoras. - Revisar los procesos de otros departamentos para estar al tanto de los cambios. - Mantener actualizado el Organigrama del área. ¿Qué Buscamos?: - 2+ años de experiencia relacionada. - Excelentes habilidades de gestión del tiempo con una capacidad comprobada para cumplir con los plazos. - Experto en una variedad de plataformas y métodos de capacitación multimedia. - Sólida experiencia en Excel y tener una mente para los datos. - Nivel de inglés avanzado. Qué ofrecemos para que tu trabajo (y tu vida) seja mais fácil: - Trabajo 100% remoto: trabaja desde tu casa o donde quieras. - Compensación en USD o en tu moneda local, como prefieras, muy por encima de la media del mercado. - Hardware y software. - Horarios flexibles - Licencias por mater/paternidad, vacaciones y días festivos nacionales pagos. - Ambiente laboral multicultural e innovador, perfecto para hacer amigos, colaborar y aprender de las personas más talentosas del mundo. - Oportunidades de crecimiento y desarrollo profesional a través de mentorías y entrenamientos. ¡Únete a nuestro equipo global!"
81,Analista De Microbiología,Corporación Siegfried,"Guayaquil, Guayas",,"**Detalles de la oferta**:Realizar análisis microbiológico de materias primas, envases primarios, producto granel y producto terminado. - Efectuar y cumplir con el ""Cronograma de control ambiental de áreas"" y registrar los resultados microbiológicos. - Responsables del cuidado y manejo de reactivos, medios de cultivos, insumos u otros métodos instrumentales en función del cumplimiento de BPL y de minimizar gastos innecesarios en el laboratorio. - Realizar Análisis microbiológicos que demuestren el cumplimiento de cada uno de los Parámetros a evaluar en Validaciones de Métodos de limpieza. -Registrar los resultados microbiológicos en el Certificado de Análisis de agua purifica: planta farmacéutica y cosméticos, agua potables materias primas, material de envase-empaque y producto terminado. - Evaluar la calidad microbiológica en las superficies de los equipos empleados para el procesamiento de fármacos y cosméticos al granel, luego del proceso de sanitización utilizando el método de hisopado. - Determinar las propiedades de Promoción del crecimiento de los medios de cultivo utilizados en los ensayos microbiológicos. - Responsable de preparar las suspensiones de microorganismos necesarios para el ensayo de Promoción de crecimiento de los medios de cultivo utilizados, verificación de la aptitud del método para los productos y para la determinación de la Eficiencia de desinfectantes.Corporación Siegfried es una multinacional del sector farmacéutico, fundada en 1921 en Argentina. Tiene 13 años de experiência en el Ecuador. Está conformada por Laboratorios Siegfried, Interpharm, Gramon Millet y Ethical Nutrition. Su crecimiento la posiciona como una de las farmacéuticas más importantes del país y de la región. Su misión es producir y comercializar productos farmacéuticos y cosméticos con altos estándares de calidad, con propuestas innovadoras orientadas a mejorar la salud y la calidad de vida. La Corporación actúa bajo los principios de honestidad, compromiso, excelencia y seguridad, respetando el medio ambiente y generando los máximos beneficios para su equipo humano, los profesionales de la salud y la sociedad en general.**Requisitos**:Titulo Tercer Nível Química y Farmacia**Fuente**:Whatjobs_Ppc**Área***:- Otros / Otros***Requisitos**:**Conocimientos***:- Farmacia- Farmacéutica"
82,Analista De Comunicaciones,Agroazucar Ecuador S.A,"Guayaquil, Guayas",,"**Detalles de la oferta**:- Consejos: Haz un resumen del puesto, explica qué se necesita para triunfar en él y el lugar que ocupa en la empresa.- FORMACIÓN- Licenciatura en Comunicaciones a fines.- FUNCIONES- Responsable de diseñar, crear, coordinar y difundir comunicaciones internas y externas, de acuerdo a los lineamientos institucionales.- Generación de contenido y manejo de redes sociales.- Edición de vídeos. Creación de reels.- Alto nível de redacción creativa- Redacción de comunicados, notas de prensa etc..- Desarrollo de estrategias comunicacionales.- Apoyo en actividades de RSECONOCIMIENTOS- Experiência en comunicación corporativa interna y externa, periodismo y manejo de redes sociales.- Manejo de programas Adobe (Ilustrator, Photoshop, Premiere, InDesign y Microsoft Office)- Manejo de Agencia de y proveedores de comunicación.RECUERDA QUE AL DAR CLIC ENPOSTULARMEDEBERÁS COMPLETAR TUS EVALUACIONES EN TU PÁGINA DE CANDIDATO.**Fuente**:Evaluar***Requisitos**:**Conocimientos***:- Periodismo"
83,Analista De Costos,Confidencial,"Guayaquil, Guayas",,"Nos encontramos en búsqueda de un Analista de Costos para una empresa del sector industrial ubicada en Guayaquil. Requisitos: - Título de tercer nivel en Contabilidad y Auditoría (CPA). - Experiencia de 2 a 3 años en cargos similares, gestionando costos de producción. - Conocimientos en contabilidad general, NIIF y normativa tributaria. - Manejo de Excel intermedioy Power BI básico. - Dominio de SAP (indispensable). Responsabilidades: - Registrar y analizarlos datos contables relacionados con los procesos de producción. - Verificar la correcta asignación de los centros de costos en los documentos contables. - Evaluar las desviaciones entre costos reales y costos estándar, identificando causas y oportunidades de mejora. - Elaborar reportes detallados de costos por categoría, calidad y centro de costos. - Gestionarlas órdenes de producción y analizarlas variaciones en materiales y procesos. - Realizar tomas físicas de inventario de manera mensual y emitir informes - Conciliarinventarios físicos con los registros contables, asegurando la exactitud de la información. - Preparardocumentación de soporte para auditorías internas y externas. - Participaractivamente en proyectos de mejora continuaorientados a la eficiencia y control de costos. TIPO DE CONTRATO: Contrato por Necesidades del Mercado EDUCACIÓN MÍNIMA: Universitario AÑOS DE EXPERIENCIA: 2 años JORNADA LABORAL: Tiempo completo DISPONIBILIDAD PARA VIAJAR: No DISPONIBILIDAD PARA CAMBIO DE RESIDENCIA: No ID: Jobrapido"
84,Analista De Planificación De Operaciones,Urvaseo,"Guayaquil, Guayas",,"Efectuar el análisis y seguimiento de la información generada en el proceso de operacionesConsorcio encargado del servicio de recolección, barrido y transporte de desechos sólidos no peligrosos en Guayaquil y algunas de sus parroquias rurales, atendiendo las 24 horas, los 365 días y junto al compromiso ciudadano, mantendremos la ciudad limpia.**Requisitos**:**Requisitos**: - Estudiante de Ingeniería Industrial, Ingenieria Civil o carreras afines. - Experiência de 3 años en cargos similares. - Manejo de Autocad Principales Funciones: - Elaborar informes periódicos del desempeño y resultados del área de operaciones - Analizar periódicamente con la Gerencia de Operaciones los planes de producción, para, según necesidad del operativo, distribuir personal y unidades operativas - Elaborar la planificación de abastecimiento de herramientas y equipos de protección necesarios según el presupuesto asignado - Elaborar informes de indicadores mensuales"
85,Analista De Planificación,Grupo Induauto - Indusur,"Guayaquil, Guayas",,"Estamos en búsqueda de ANALISTA DE PLANIFICACIÓN para nuestro Grupo Induauto - Indusur.Somos un grupo empresarial comercial dedicado a la venta de productos y servicios en las diversas industrias, proporcionando la más alta calidad. Representamos y distribuimos marcas reconocidas como; Chevrolet, Volkswagen, Audi, Maxus, Kenworth, DAF, Cummins, John Deere Agrícola y Construcción, Shacman, Insumos Agrícolas y Seguridad Electrónica.**Requisitos**:**Perfil**: Titulado de carreras como Negocios Internacionales, Comercio Exterior, Ing. Comercial, Administración de Empresas o carreras afines.Experiência mínima de 1 o 2 años en cargos similares.**Conocimientos en**: logística, distribución, manejo de proveedores, manejo de paquete utilitarios nível intermedio avanzado.Fluidez verbal, trabajo en equipo, planificación, orientación al cliente, orientación a resultados.BeneficiosBeneficios de leyBeneficios propios de la compañia"
86,Km - Analista De Stock De Vehiculos,Kia Ecuador,"Guayaquil, Guayas",,"**Detalles de la oferta**:Realizar la verificación de la documentación de autos correspondientes a inventarios por Seminuevos. Realizar el proceso de seguimiento y autorización de movimientos de vehículos entre agencias. Elaborar el reporte de Stock de Vehículos nuevos y seminuevos. Elaborar reporte de seguimiento de vehículos fuera de stock relacionados a procesos por parte de pago en compra de vehículos. Apoyar en la gestión de Postventa para la entrega de vehículos por el Asesor de Seminuevos.Kia Ecuador es una empresa del sector automotriz líder en la comercialización de vehículos cuya filosofía administrativa se resume en tres aspectos fundamentales, responsabilidad plena, expresión del potencial y práctica de la humanidad; estos valores claves se recogen en un sencillo mantra: ""Construir un nuevo futuro y hacer realidad los sueños de la humanidad a través del pensamiento creativo y el enfrentamiento de grandes retos"". KIA Movement That Inspires. Te invitamos a formar parte de nuestra gran familia. ¡Únete ya!**Requisitos**:Tercer Nível de carreras Economía, Administración, CPA, Comercial o afines.Experiência mínima 2 años como Administradores de Inventarios o en posiciones similares.Experiência en la elaboración de Reportería Gerencial.Gestión y Administración de InventariosBeneficiosSeguro Médico Privado Tarjeta corporativa de descuento Beneficios educativos Crecimiento Profesional**Fuente**:Whatjobs_Ppc***Requisitos**:"
87,Analista De Inteligencia Comercial,Grupo Lucky Ecuador,"Guayaquil, Guayas",,"Buscamos un Analista de Inteligencia Comercial para la ciudad de Guayaquil,**Responsabilidades**:Receptar información en las bases de datos para la realización de una correcta auditoria, brindar soporte técnico en la ejecución de los aplicativos, actualizar la información para una presentación (Dashboard) al cliente.Auditar Base de DatosReporteria ComercialDashboar para el clienteSomos especialistas en la gestión estratégica de canales comerciales, punto de venta e información activa de marketing.Tenemos más de 17 años acercando importantes marcas y productos al comprador.Nuestra experiência, infraestructura, tecnología y presencia en miles de puntos de venta, nos permiten ofrecer un servicio integral rápido, adaptado a su necesidad y con alto nível de calidad.**Requisitos**:Graduado o Egresado de la Carrera de Economía, Mercadotecnia, Ingeniería Comercial o afines. Experiência en Consumo Masivo de 1 año como Analista Jr. de Inteligencia Comercial o afines.**Conocimientos**: Excel Avanzado Power BI Intermedio/Avanzado Capacidad de Análisis y manejo de reportería Manejo de Sistema SAPBeneficiosBeneficios de leyPlanes de CarreraExcelente clima laboral"
88,Analista De Compras Locales,INTEROC S.A,"Guayaquil, Guayas",,"Gestionar y atender los requerimientos de compras productivas solicitadas por el departamento de planificación y o clientes internos en general. Procesar y elaborar las órdenes de compras en el sistema coordinando con el proveedor la respectiva entrega. Ser responsable del seguimiento al proveedor de la entrega de la mercadería comprada localmente. Gestionar negociaciones con proveedores de los términos y condiciones de pagos que permitan obtener menores costos y ampliar plazos de pagos para la compañía.Interoc se dedica a la producción, distribución y comercialización de insumos para la agricultura e industria en Latinoamérica. La Compañía se funda en Guayaquil (Ecuador) en 1993. En la línea agrícola vendemos semillas de maíz y arroz, e insumos para proteger diferentes cultivos. En la línea industrial su fuerte es el tratamiento de aguas y petróleo.**Requisitos**:Profesional en Ingeniería Comercial, Administración de empresas o carreras afines. Mínimo 3 años de experiência en cargos similares. Conocimiento del proceso de compras productivas. Conocimeinto del manejo y gestión de proveedores."
89,Analista De Asuntos Regulatorios,Agripac S.A.,"Guayaquil, Guayas",,"**Detalles de la oferta**:Ejecutar y supervisar las actividades y gestiones necesarias para cumplir con los objetivos establecidos por la empresa para los registros de productos de las distintas lineas.Tenemos la visión de consolidar al Grupo Corporativo en todo el territorio ecuatoriano, enfocando nuestro futuro en el cliente como base del éxito del negocio. Con esta premisa, cumplimos con la misión de ofrecer soluciones integrales a través de la provisión de insumos de alta calidad gracias a nuestra filosofía de servicio permanente.**Requisitos**:**Formación académica**: Título de tercer nível en Química farmacéutica, Agronomía o afines. Conocimientos en: toxicología, evaluación ambiental, agronomía, química, Inglés básico. Experiência: 2 años en cargos o funciones similares.BeneficiosUniformes Transporte Subsídio de alimentación Descuentos y crédito en la compra de productos de la empresa. Subsídio en seguro médico para colaborador y familiares. Afiliación a la Cooperativa Agrifondos: ahorros y créditos a tasas preferenciales**Fuente**:Whatjobs_Ppc***Requisitos**:"
90,Analista De Servicios Generales 1,Hospital General Santo Domingo,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,"**Detalles de la oferta**:Conocimientos del cargo: ADMINISTRACIÓN DE PARQUE AUTOMOTOR, Y SERVICIOS GENERALESActividades a Desempeñar:PARTICIPA EN LA SUPERVISIÓN DE LAS ÁREAS DEL HOSPITAL PARA VERIFICAR EL ORDEN Y ASEO DE LAS MISMAS. EJECUTA EL PLAN ANUAL SOBRE LA GESTIÓN DE SERVICIOS GENERALES.Información adicional:**Fuente**:Socioempleo_Gob**Área***:- Otros / Otros***Requisitos**:"
91,Analista De Talento Humano,Tipti S.A.,"Guayaquil, Guayas",,"Somos la empresa Ecommerce con mayor crecimiento en el Ecuador. ¡Estamos en búsqueda de tu talento, únete a la app más segura para trabajar! Somos una empresa que busca tu entusiasmo, tus ganas de innovar, de crecer y retarte profesionalmente, nos gusta romper esquemas y dar nuesto 100%. Creemos en tu talento y te queremos con nosotros, ¡Súmate a nuestro equipo!. Estamos en la búsqueda de nuestro . Atracción y Selección Masiva de Talento 🚀 (Indispensable) Liderar procesos de selección masiva para cargos operativos y comerciales, garantizando que cada contratación sea una oportunidad estratégica para la empresa Impulsor del Aprendizaje y Desarrollo 🎓 Brindar soporte en el subsistema de capacitación, diseñando experiencias de aprendizaje innovadoras y alineadas con las necesidades del equipo. Colaborar en la logística, gestión de contenidos y evaluación del impacto de cada formación. Facilitador de Procesos de Contratación y Salida 🔄 Ser el puente clave en la incorporación y desvinculación de colaboradores y contratistas, asegurando procesos fluidos, claros y alineados con las normativas. Coordinador de Eventos y Bienestar Organizacional 🎉 Apoyar en la planificación y ejecución de eventos corporativos y programas de bienestar, promoviendo una cultura organizacional positiva. Guía en la Inducción del Talento 👏 Acompañar y facilitar el proceso de inducción de nuevos colaboradores, asegurando una integración efectiva y alineada con la cultura organizacional. Crear experiencias de bienvenida memorables que fortalezcan el compromiso y la adaptación al equipo. Requisitos ¿Qué te hará ser exitoso en esta posición? Expertise académico Estudios Superiores en Psicología Organizacional, Ing. Recursos Humanos, afines Trayectoria sólida + 3 años de experiencia como Analista o Generalista de TTHH. Herramientas estratégicas Manejo de paquete Office (enfasis en excel intermedio-avanzado), manejo de Google Workspace, ERP Talento Humano (no excluyente), Plataformas de reclutamiento (Hiringroom, LinkedIn, Multitrabajos, etc.), Canva. Contar con disponibilidad de tiempo completo y horarios rotativos. Habilidades y competencias claves Trabajo bajo presión Manejo de relaciones interpersonales Trabajo en equipo Comunicación efectiva Resolución de problemas Atención a detalle Orden y calidad Beneficios Sueldo acorde al perfil y mercado. Beneficios de ley y beneficios corporativos El ambiente más cool para cultivar tu carrera profesional Ambiente de reto y crecimiento profesional Tipti es una empresa de comercio electrónico orientada a la asistencia de compras de supermercado y tiendas especializadas a domicilio, a través de medios digitales (aplicación y web). Tipti significa “Tiempo para ti” y, a través de nuestro servicio, conectamos un equipo especializado de shoppers con los usuarios para cubrir las necesidades del hogar, garantizando que los productos lleguen a su destino de forma segura. Somos capaces de entregar nuestro tiempo por el de nuestros clientes, y ese es el secreto de nuestro éxito. Esto forma parte de nuestro ADN, de las ganas de servir, y de lo que, orgullosamente, ¡vamos sumando! ¿Tienes preguntas? Comunícate con nuestro equipo de atención al cliente, Care Team, desde la app, la web o déjanos un comentario."
92,Analista De Crédito Gye,ALMESPANA CIA. LTDA.,Guayas,,"Estamos contratando Puesto: Analista de Crédito (Mujer) Lugar: Guayaquil – Pascuales Buscamos una profesional responsable, proactiva y con excelente actitud para unirse a nuestro equipo Requisitos: Experiencia en análisis y evaluación de créditos. Conocimiento en manejo de cartera y atención al cliente. Disponibilidad inmediata. Residencia en Guayaquil, sector Pascuales o alrededores. Disponibilidad de trabajo en horarios rotativos. Ofrecemos: Sueldo acorde al mercado Todos los beneficios de ley Estabilidad laboral Buen ambiente de trabajo"
93,Analista De Planificación Financiera,Grupo VILASECA,"Guayaquil, Guayas",,"**Detalles de la oferta**:Nos encontramos en búsqueda de un Analista de Planificación Financiera quien será responsable por analizar y controlar el uso eficiente de los recursos financieros. Asistir en la consolidación de Estados Financieros y preparación de indicadores de desempeño en la Unidad de Negocio, marca, líneas de producto, etc. Preparar las presentaciones e información de Directorio de acuerdo con los lineamientos establecidos. Asistir en la elaboración y consolidación del presupuesto forecast de la Unidad. Asistir en la identificación de las principales variaciones presupuestarias y de pronóstico de la Unidad de Negocio. Preparar información para análisis del mis de productos y clientes de la empresa y unidad. Preparar información que permita evaluar las estrategias de nuevos productos, clientes, descuentos, promociones, promo packs, entre otras. Asistir al seguimiento y control de la ejecución del CAPEX. Administrar / Consolidar los Dashboard de Información Financiera Asistir en registro de información financiera y consolidación de información de Semvra USASomos Grupo VILASECA, un grupo empresarial multinacional dedicado al desarrollo y comercialización de productos y servicios en las industrias de Empaques, Alimentos, Inmobiliaria y Suministros. Haz click aquí para conocer más sobre nuestros Valores y empresas.**Requisitos**:**Formación Académica**: Profesional en las carreras de Economía, Ingeniería en Finanzas o carreras afines. Experiência: De preferencia 1 año en posiciones similares. Competencias: Análisis de Información, Planificación, Trabajo en Equipo, Orientación a Resultados**Fuente**:Whatjobs_Ppc**Área***:- Otros / Otros***Requisitos**:"
94,Analista De Planificación Financiera,Grupo VILASECA,"Guayaquil, Guayas",,"Nos encontramos en búsqueda de un Analista de Planificación Financiera quien será responsable por analizar y controlar el uso eficiente de los recursos financieros. Asistir en la consolidación de Estados Financieros y preparación de indicadores de desempeño en la Unidad de Negocio, marca, líneas de producto, etc. Preparar las presentaciones e información de Directorio de acuerdo con los lineamientos establecidos. Asistir en la elaboración y consolidación del presupuesto forecast de la Unidad. Asistir en la identificación de las principales variaciones presupuestarias y de pronóstico de la Unidad de Negocio. Preparar información para análisis del mis de productos y clientes de la empresa y unidad. Preparar información que permita evaluar las estrategias de nuevos productos, clientes, descuentos, promociones, promo packs, entre otras. Asistir al seguimiento y control de la ejecución del CAPEX. Administrar / Consolidar los Dashboard de Información Financiera Asistir en registro de información financiera y consolidación de información de Semvra USASomos Grupo VILASECA, un grupo empresarial multinacional dedicado al desarrollo y comercialización de productos y servicios en las industrias de Empaques, Alimentos, Inmobiliaria y Suministros. Haz click aquí para conocer más sobre nuestros Valores y empresas.**Requisitos**:**Formación Académica**: Profesional en las carreras de Economía, Ingeniería en Finanzas o carreras afines. Experiência: De preferencia 1 año en posiciones similares. Competencias: Análisis de Información, Planificación, Trabajo en Equipo, Orientación a Resultados"
95,Analista De Calidad,INDUSTRIAL Y COMERCIAL MMONTANERO S.A,Guayas,,"Analista de Calidad Resumen del Puesto Estamos buscando un Analista de Calidad para unirse a nuestro equipo. El candidato ideal tendrá experiencia en el sector metalmecánico y un fuerte compromiso con el cumplimiento de los estándares de calidad. Responsabilidades Garantizar el cumplimiento de los estándares de calidad en los procesos de fabricación. Ejecutar controles de calidad en los productos. Analizar no conformidades y proponer mejoras. Asegurar que los productos cumplan con las especificaciones técnicas y normativas aplicables. Participar en la mejora continua de los procesos de calidad. Requisitos Experiencia como Analista de Calidad en el sector metalmecánico. Conocimiento de los estándares de calidad aplicables a la fabricación de tubos, correas y perfiles. Capacidad para ejecutar controles de calidad y analizar no conformidades. Compromiso con la mejora continua. Excelentes habilidades de comunicación y trabajo en equipo."
96,Especialista De Analisis De Datos Con Programación,Talenter Ecuador,"Guayaquil, Guayas",,"Estamos buscando un Analista de Datos con Programación ¿Te apasionan los datos, la lógica y transformar información en decisiones estratégicas? Buscamos un Analista de Datos con sólidos conocimientos en lenguaje de programación para unirse a nuestro equipo y potenciar la toma de decisiones basada en datos. Responsabilidades principales Analizar, depurar y estructurar grandes volúmenes de información. Desarrollar scripts o automatizaciones en Python, R o SQL para el procesamiento y modelado de datos. Diseñar reportes y dashboards interactivos que faciliten la interpretación de resultados. Implementar modelos predictivos o algoritmos estadísticos según las necesidades del negocio. Colaborar con áreas de negocio y tecnología para garantizar la calidad y trazabilidad de los datos. Requisitos Formación en Ingeniería, Estadística, Matemática, Economía o carreras afines. Dominio de lenguajes de programación (Python, MySQL, Django, SQL) . Conocimientos en herramientas de visualización ( Power BI, Tableau, Looker o similares ). Deseable experiencia en bases de datos relacionales y no relacionales. Pensamiento analítico, atención al detalle y orientación a resultados. Ofrecemos Trabajo presencial (la oficina se encuentra ubicada vía a la costa Oportunidad de crecimiento en proyectos de alto impacto."
97,Analista De Datos Power Bi Y Big Data,Grupo Camaronero Vieracruz,"Guayaquil, Guayas",,"Estamos en la búsqueda de un profesional Senior para ocupar el puesto de Analista de Datos especializado en Power BI y Big data. En este rol, serás responsable de transformar datos en información relevante que contribuya a la toma de decisiones estratégicas en el área de Tecnología, Sistemas y Telecomunicaciones. Tu labor estará enfocada en analizar, interpretar y visualizar datos utilizando la herramienta Power BI para identificar tendencias, patrones y oportunidades de mejora. Perfil El candidato ideal para esta posición debe poseer un nivel de educación Tercel Nivel Graduado y experiencia previa en el análisis de datos utilizando Power BI y Big data.Uso de Power BI Dominio en Power BI diseño de dashboards, optimización de vistas y modelado de datos, Power Bi Embedded Bases de Datos SQL, NoSQL, así como experiencia en almacenamiento y estructuración de grandes volúmenes de datos. Big Data y Data Lakes Experiencia en arquitectura de Data Lakes y tecnologías de Big Data para almacenamiento y análisis. Conocimientos Plus Plataformas de Office 365 y Automatización Power Automate, Power Apps, Virtual Agents u otras herramientas de automatización. Programación y Automatización Habilidades en Python Orientado a Automatizaciones, Javascript, C, y VB a nivel intermedio. Cloud Computing Familiaridad con Azure. Experiencia minima 3 años de experiencia."
98,Analista De Datos,sonrise ecuador,"Quito, Pichincha",,"El análisis de datos es el proceso de inspeccionar, limpiar, transformar y modelar datos con el objetivo de descubrir información útil, sugerir conclusiones y apoyar la toma de decisiones. Implica el uso de diversas técnicas y herramientas para extraer información valiosa a partir de datos sin procesar. Análisis exploratorio: Busca patrones y relaciones en los datos sin una hipótesis predefinida. Análisis inferencial: Usa datos de una muestra para hacer inferencias sobre una población más grande. Análisis predictivo: Utiliza datos históricos para predecir resultados futuros. Análisis prescriptivo: Recomienda acciones basadas en los resultados del análisis para optimizar decisiones."
99,PASANTE ANÁLISIS DE DATOS,Eficacia Ecuador,"Quito, Pichincha",,"Nos encontramos en la busqueda de un Pasante para el Área de Trade Marketing con las siguientes responsabilidades Realizar informes y reportes diarios en Excel, Power Point y Word. Coordinar los informes con los supervisores. Recopilación de datos cuantitativos y cualitativos. Apoyo al equipo con tareas administrativas. Requisitos Estar cursando los últimos semestres en Marketing, Economía o Administración. Disponibilidad para aperturar RIMPE/ RUC. Disponibilidad de tiempo para realizar las pasantías de 8 00 a 15 00 de lunes a viernes. Manejo de utilitarios avanzado (Excel, Power Point, Word) Trabajo bajo presión. Trabajo en equipo. Beneficios La empresa ofrece beneficios de ley Afiliación desde el primer día al IESS. Crecimiento laboral. Excelente ambiente laboral. Remuneración acorde a ley de pasantías. En Eficacia creamos soluciones innovadoras de Trade Marketing, Ventas y Gestión Humana, incrementando la productividad y eficiencia de nuestros clientes. Apalancados en tecnología avanzada y un equipo de expertos garantizamos resultados extraordinarios."
100,Especialista En Análisis De Datos,Confidential,"Quito, Pichincha",,Importante empresa de Quito se encuentra en búsqueda de un Especialista en Análisis de Datos Perfil: 5 años de experiencia Título profesional en Ingeniería en sistemas o afines Conocimientos: Análisis de Datos Manejo de sistema ERP/SAP (Indispensable) Business Intelligence Data Warehouse BI * Disponibilidad inmediata * Sueldo competitivo Funciones: Mantenimiento de los Informes de Business Intelligence Mantenimiento del Data Warehouse Calidad de datos para el Data Warehouse Seguimiento y monitoreo de las cadenas de procesos Validación de errores de procesos de cargas y ejecución de cubos y de infopaquetes
101,Analista De Datos Especialización En Power Bi,INSUMOS AGRICOLAS NUEVOAGRO CIA. LTDA,"Quito, Pichincha",,"Analista de Datos Power BI Excel Comercio ExteriorUbicación Quito, modalidad híbridaEstamos contratando Si te apasiona transformar datos en decisiones estratégicas, esta oportunidad es para ti.RequisitosTítulo de tercer nivel en Sistemas, Estadística, Ciencia de Datos o carreras afines.Conocimientos sólidos en análisis descriptivo, procesos ETL y minería de datos.Manejo avanzado de Power BI, Excel y Python.Deseable conocimientos básicos de comercio exterior.Competencias claveAtención al detalleOrganización y responsabilidadCapacidad de trabajo autónomo"
102,ASISTENTE DE ANALISIS DE DATOS GERENCIALES,Condelpi,"Quito, Pichincha",,"Misión del cargo Dar apoyo a la Gerencia General en el seguimiento de proyectos, asignaciones y tareas designadas a las diferentes áreas de la empresa, que garantice el cumplimiento de tiempos de entrega a la Gerencia General. Funciones Gestionar y apoyar en proyectos y análisis financieros. Presentar periódicamente informes y evaluaciones del seguimiento de los proyectos a cargo (Manejar Power Bi, datos) Asistir a las reuniones con Gerencia General y preparar informe de puntos clave Dar seguimiento a las Gerencias para el cumplimiento de actividades designadas por Gerencia General. Elaborar informes de estatus de seguimiento de proyectos Asistir a la Gerencia General en temas logísticos, de control, atención al cliente interno y demás actividades inherentes al cargo. Requisitos Título de tercer nivel en Administración de Empresas, Empresarial, Comerciales. Mínimo un año en posiciones similares. Conocimientos básicos en Gestión y apoyo en proyectos, Análisis financiero, Utilitarios de Office, Power BI, Gestión Documental, Analisis de datos, planificación a largo plazo, proyectos. Habilidades Pensamiento Conceptual y Crítico Planificación Impacto e Influencia Trabajo en Equipo Beneficios Bono Navideño Seguro de Salud Poliza de Vida Horario de verano Tarde libre en cumpleaños Convenios con Universidades Beneficios de ley incluyendo Utilidades Buscamos ser una empresa líder brindando soluciones y satisfacción a nuestros clientes, comprometidos con el desarrollo de nuestros colaboradores , con integridad y compromiso, logrando resultados de excelencia para realización nuestra y del país."
103,Pasante De Datos / Guayaquil,Eficacia,"Guayaquil, Guayas",,"Realizar informes y reportes diarios en Excel, Power Point y WordCoordinar los informes con los supervisoresRecopilación de datos cuantitativos y cualitativosApoyo al equipo con tareas administrativas**Requisitos**:- Estar cursando los últimos semestres en Marketing o Administración.- Disponibilidad para aperturar RISE/RUC- Disponibilidad de tiempo para realizar las pasantías de 8:00 a 15:00 de lunes a viernes.- Manejo de utilitarios avanzado (Excel, Power Point, Word)- Trabajo bajo presión.Beneficios**La empresa ofrece beneficios de ley**:- Afiliación desde el primer día al IESS- Crecimiento laboral- Ambiente laboral"
